Distancias completas para consulta 17
rank,train_index,label,distance
1,1376,5,6.07483149
2,193,5,6.43596220
3,3399,5,6.65672970
4,4453,5,7.03005266
5,2670,5,7.07490110
6,1715,5,7.08688974
7,1641,5,7.08968401
8,520,5,7.10889196
9,1140,5,7.11635351
10,3493,5,7.14330482
11,4818,5,7.14919949
12,2280,5,7.19565201
13,435,5,7.20362282
14,1980,5,7.26999092
15,178,5,7.27494431
16,4523,5,7.33520699
17,4684,5,7.37259293
18,4334,5,7.37519455
19,3405,5,7.38428116
20,1374,5,7.41969204
21,847,5,7.49010181
22,302,5,7.53227186
23,650,5,7.55262566
24,4958,5,7.57646465
25,1681,5,7.58107805
26,3856,5,7.59556913
27,2306,5,7.60242987
28,1275,5,7.63338661
29,1797,5,7.63563251
30,1271,5,7.65162134
31,2731,5,7.70058584
32,458,5,7.70623684
33,2953,5,7.71539116
34,3950,8,7.78269243
35,3696,5,7.81378126
36,2307,5,7.82836390
37,942,5,7.82980967
38,2211,5,7.84215403
39,4003,5,7.84390211
40,151,8,7.84430647
41,1222,5,7.88898182
42,4452,5,7.89794683
43,2827,5,7.92071867
44,100,5,7.92279673
45,1814,1,7.93684101
46,679,5,7.93969297
47,2172,6,7.96222925
48,4890,5,7.99510622
49,1184,5,8.00913715
50,512,5,8.03876877
51,2963,5,8.04203415
52,140,5,8.04400253
53,189,5,8.04635239
54,268,6,8.05213451
55,2656,5,8.07004642
56,4467,5,8.07341671
57,4873,8,8.07594395
58,1661,5,8.07859039
59,2212,6,8.08463860
60,4225,8,8.08640575
61,1845,8,8.09813404
62,4719,5,8.11804962
63,2358,8,8.12815857
64,1426,5,8.13210869
65,1461,5,8.16233063
66,3713,5,8.16939735
67,4475,5,8.16967487
68,310,5,8.18696213
69,4348,5,8.19598293
70,2362,8,8.22121143
71,3722,5,8.22485161
72,4505,5,8.22503090
73,1901,5,8.22761822
74,1629,5,8.23484612
75,3171,5,8.23773670
76,584,5,8.23783302
77,1805,5,8.25097084
78,3086,5,8.25876617
79,3729,5,8.25975037
80,3254,5,8.26090813
81,2862,5,8.27085972
82,1872,5,8.27405357
83,2388,8,8.29387760
84,4235,5,8.30330276
85,2200,5,8.33044720
86,2941,5,8.34457111
87,3752,5,8.35265160
88,3647,5,8.36204147
89,1560,5,8.36751366
90,1866,6,8.37172222
91,2616,5,8.37855053
92,1881,6,8.39020634
93,4284,5,8.39150524
94,2899,5,8.40255356
95,1178,5,8.42812824
96,3142,5,8.42945099
97,232,6,8.45788288
98,237,5,8.46226311
99,2606,8,8.47269630
100,2502,5,8.47399139
101,4153,5,8.47435665
102,1700,5,8.47705650
103,2386,5,8.48775005
104,4485,5,8.48786545
105,3345,5,8.50096703
106,3791,3,8.51523018
107,2593,5,8.52483177
108,911,5,8.52719688
109,4557,5,8.53889084
110,1321,5,8.56671524
111,71,5,8.57036304
112,112,5,8.57067871
113,4437,5,8.57235718
114,3921,5,8.57249451
115,2157,5,8.57258320
116,2718,8,8.58015347
117,1138,5,8.58419704
118,2005,5,8.59022999
119,956,8,8.59228420
120,2898,5,8.59823608
121,4440,5,8.59858418
122,4345,5,8.59896278
123,4900,5,8.60465240
124,3568,5,8.60620880
125,4763,5,8.61162758
126,1760,5,8.62361526
127,2064,5,8.62560368
128,957,5,8.63229752
129,239,6,8.63798141
130,1625,5,8.64334679
131,2448,5,8.65706158
132,4296,5,8.65723324
133,2650,8,8.66281605
134,1444,5,8.66627312
135,2786,8,8.66804981
136,1000,8,8.67224598
137,2643,5,8.67463875
138,244,5,8.67950058
139,1533,8,8.67996788
140,4578,5,8.68394566
141,1085,5,8.68436241
142,4508,5,8.68723106
143,96,3,8.68993855
144,1174,8,8.69026279
145,3977,8,8.70032883
146,223,3,8.71022415
147,3242,5,8.71168900
148,220,5,8.71201038
149,4933,8,8.71566010
150,2031,5,8.71952820
151,4139,8,8.72880077
152,4106,8,8.73438168
153,1891,8,8.73461437
154,2108,8,8.73502445
155,4706,5,8.73934078
156,2000,5,8.74018574
157,1595,5,8.74586296
158,3324,8,8.75070477
159,2926,5,8.75568008
160,70,5,8.75868130
161,1335,6,8.75925922
162,2679,5,8.76014805
163,4537,5,8.76493454
164,2551,8,8.76910686
165,729,8,8.77174282
166,2366,8,8.77476788
167,1448,5,8.77539444
168,2244,5,8.77738571
169,1238,8,8.77795410
170,3177,6,8.78157902
171,3440,5,8.78167057
172,4913,8,8.78422546
173,1351,8,8.78449154
174,78,8,8.79411793
175,2515,5,8.79673100
176,156,5,8.79783154
177,273,5,8.79823875
178,1524,8,8.80366039
179,3126,5,8.81031036
180,3524,5,8.82085514
181,1218,5,8.82216835
182,903,9,8.82522488
183,2085,8,8.82566833
184,3255,5,8.82605267
185,3155,9,8.83081532
186,4591,6,8.83238029
187,3761,5,8.83510208
188,2485,8,8.83660603
189,2326,8,8.83870125
190,1144,8,8.83919048
191,4830,8,8.84086132
192,1916,8,8.84798527
193,3959,8,8.84958076
194,2999,8,8.84985447
195,917,8,8.85045910
196,1467,5,8.85317326
197,3492,8,8.86037350
198,1214,8,8.86735344
199,1946,8,8.87060642
200,285,5,8.87202168
201,3372,5,8.87425900
202,3363,5,8.87640381
203,1281,8,8.87966251
204,4292,3,8.88935184
205,2853,5,8.89637184
206,2056,5,8.89945030
207,506,5,8.90126514
208,866,5,8.90859699
209,1483,5,8.91821003
210,121,5,8.92157936
211,2821,8,8.92165661
212,2973,8,8.92194557
213,2996,3,8.92724228
214,1151,8,8.92739487
215,4463,5,8.93212414
216,4451,5,8.93557930
217,2897,8,8.93721485
218,1910,8,8.93880367
219,4307,6,8.94022751
220,1407,8,8.94027901
221,3116,5,8.94158936
222,2819,8,8.94925117
223,3253,3,8.94960880
224,2327,3,8.95058537
225,440,3,8.95606613
226,4810,8,8.96221066
227,937,3,8.96514893
228,1188,8,8.96574497
229,3677,5,8.96618557
230,1216,8,8.97003365
231,4172,8,8.97011852
232,1431,6,8.97193241
233,2589,5,8.97638512
234,1359,8,8.98135948
235,3883,8,8.98187733
236,2201,6,8.98612499
237,1708,5,8.99106789
238,1344,8,8.99249458
239,426,8,8.99654961
240,3569,6,8.99831486
241,922,0,9.00250244
242,716,8,9.01060009
243,2583,8,9.03173065
244,2743,5,9.03290081
245,3184,8,9.03372288
246,4685,5,9.03534317
247,408,8,9.03534794
248,4327,6,9.03854847
249,1791,8,9.04070568
250,2196,5,9.04113007
251,2647,1,9.04251862
252,2768,8,9.04558468
253,3093,3,9.04634285
254,4899,5,9.04773903
255,4376,8,9.05302811
256,3148,3,9.05358696
257,1083,8,9.05727386
258,2628,8,9.05801678
259,2617,8,9.05805397
260,2361,8,9.05923939
261,778,3,9.06058693
262,2885,5,9.06085968
263,4895,5,9.06116390
264,1937,5,9.06295204
265,598,3,9.06533432
266,2027,8,9.06551933
267,1544,3,9.07116222
268,324,8,9.07140446
269,10,5,9.07204533
270,4567,1,9.07233810
271,4386,5,9.07314587
272,2067,8,9.08084297
273,1971,6,9.08159828
274,4254,1,9.08278465
275,2580,8,9.08289051
276,4554,5,9.08363438
277,3385,5,9.08622551
278,3044,6,9.08678246
279,4816,5,9.08778095
280,2558,8,9.08982849
281,4561,5,9.08987808
282,3300,9,9.09020901
283,4541,5,9.09046936
284,1716,8,9.09204197
285,3465,2,9.09328651
