Distancias completas para consulta 19
rank,train_index,label,distance
1,2261,8,5.23194122
2,2027,8,5.39266014
3,841,8,5.89863491
4,2884,5,5.93261909
5,1341,3,6.03157997
6,2744,6,6.03339672
7,334,8,6.14395428
8,964,0,6.15994453
9,1114,3,6.26786613
10,722,8,6.28925705
11,2090,3,6.33034372
12,4153,5,6.42296648
13,4991,3,6.55886984
14,4617,5,6.56147671
15,2885,5,6.58254623
16,4336,3,6.63154888
17,4251,3,6.69141674
18,2421,3,6.72623301
19,655,3,6.73277950
20,3552,3,6.73882961
21,1080,8,6.74909639
22,3299,0,6.75431204
23,742,3,6.76683712
24,778,3,6.77357674
25,2119,3,6.80076456
26,4172,8,6.86732101
27,4925,8,6.87038803
28,2316,3,6.87205410
29,4697,3,6.88539028
30,2299,0,6.91079950
31,435,5,6.91283226
32,3155,9,6.91693211
33,1638,3,6.92710638
34,4609,3,6.94243574
35,628,8,6.96814442
36,3514,3,7.01446962
37,1681,5,7.01667595
38,1919,3,7.02121353
39,3939,3,7.04627943
40,1496,3,7.06035042
41,729,8,7.06849003
42,2642,3,7.08414841
43,4881,9,7.09169292
44,787,3,7.09298134
45,2701,0,7.09415007
46,4719,5,7.11177301
47,3223,3,7.11250973
48,2679,5,7.11491680
49,1335,6,7.11894321
50,391,3,7.12273121
51,624,3,7.14317942
52,2629,8,7.14583111
53,392,0,7.18511438
54,1344,8,7.18611479
55,2362,8,7.18970680
56,2853,5,7.20350504
57,440,3,7.20483494
58,4420,3,7.20544910
59,883,6,7.20646477
60,1313,5,7.23113680
61,2996,3,7.23813629
62,3957,3,7.25630188
63,4858,6,7.25790167
64,1210,3,7.28538895
65,1422,3,7.28635693
66,4085,8,7.28953600
67,3176,6,7.29090166
68,3559,0,7.29262257
69,4763,5,7.31482744
70,333,6,7.32646751
71,903,9,7.33245802
72,49,9,7.33679056
73,1797,5,7.34935617
74,3303,6,7.35327768
75,246,6,7.35767794
76,3220,6,7.36280632
77,4516,0,7.36613750
78,1630,0,7.36731052
79,3107,5,7.37032223
80,1946,8,7.37467432
81,4988,6,7.39109755
82,3699,3,7.39912653
83,4561,5,7.40061283
84,1866,6,7.40528011
85,1672,0,7.41422939
86,917,8,7.41641569
87,1975,3,7.42194796
88,1105,0,7.42395449
89,520,5,7.42881012
90,1822,3,7.44514227
91,4430,3,7.45119429
92,106,6,7.45402813
93,2324,0,7.46382475
94,4578,5,7.48397255
95,290,3,7.49872732
96,2540,9,7.51521921
97,4106,8,7.51987648
98,4177,6,7.52286482
99,2913,5,7.52306890
100,2616,5,7.52447844
101,2703,8,7.52804184
102,2986,3,7.53014946
103,4139,8,7.53529406
104,4274,3,7.54079390
105,881,3,7.54552889
106,166,3,7.54574633
107,3605,0,7.54842377
108,3399,5,7.55287409
109,1359,8,7.56245899
110,2327,3,7.56753874
111,2947,6,7.56760120
112,1231,8,7.57115126
113,3004,3,7.57163095
114,4971,3,7.57251310
115,4483,6,7.58005857
116,955,8,7.58888483
117,3132,3,7.59058714
118,2650,8,7.59361553
119,1831,3,7.59803677
120,4547,0,7.60499620
121,489,8,7.60710526
122,4958,5,7.60792494
123,3067,8,7.61273241
124,4780,3,7.61668777
125,3269,8,7.62623501
126,1450,3,7.63362026
127,2216,8,7.64332962
128,4893,3,7.64355659
129,2397,0,7.64609241
130,2786,8,7.64617395
131,2157,5,7.65603399
132,1588,5,7.65706539
133,1706,3,7.65710258
134,995,3,7.66201067
135,2687,8,7.66518402
136,2336,3,7.66531754
137,1151,8,7.66747189
138,4443,3,7.66798067
139,3973,5,7.67004013
140,3475,3,7.68202066
141,4911,3,7.68472385
142,2611,3,7.68606234
143,352,1,7.68978596
144,3253,3,7.70293427
145,1544,3,7.71557951
146,2196,5,7.71937323
147,1767,0,7.72581577
148,1815,8,7.73107290
149,4143,8,7.73341990
150,1654,3,7.73394871
151,2453,8,7.73444510
152,4263,5,7.73462200
153,2631,0,7.73708439
154,2989,6,7.74025774
155,3665,8,7.74495935
156,3296,3,7.74934530
157,418,3,7.74983263
158,396,8,7.75198698
159,1662,3,7.75272083
160,1772,9,7.75327015
161,52,3,7.75504541
162,3724,3,7.75720549
163,1939,8,7.75999737
164,4970,3,7.76081467
165,3178,0,7.77388763
166,1682,3,7.77440691
167,3025,3,7.77913094
168,3624,6,7.78156710
169,704,3,7.78392935
170,2065,6,7.78713751
171,223,3,7.78923655
172,3059,3,7.79031229
173,4446,5,7.79835272
174,4429,3,7.80159569
175,4122,8,7.80181646
176,1396,8,7.80306721
177,4640,0,7.81163073
178,2930,0,7.81411219
