Distancias completas para consulta 9
rank,train_index,label,distance
1,1335,6,4.59091282
2,1599,6,4.79773426
3,2268,6,5.01809120
4,313,6,5.06494236
5,106,6,5.49090338
6,3303,6,5.72131968
7,2947,6,5.86637402
8,1213,6,5.91650200
9,1936,6,5.94094849
10,4483,6,5.94371033
11,3954,6,5.98869896
12,4444,6,5.99667501
13,1393,6,6.00854445
14,2630,6,6.01254129
15,3655,6,6.07325649
16,2749,6,6.25510216
17,520,5,6.29653025
18,349,6,6.30110931
19,3006,5,6.32374001
20,4492,6,6.35013485
21,956,8,6.36150599
22,3371,6,6.37709856
23,3624,6,6.40175629
24,1866,6,6.49229479
25,4541,5,6.53323603
26,663,6,6.54245424
27,4954,6,6.55261040
28,2889,6,6.55442810
29,2055,6,6.56834173
30,3569,6,6.57042265
31,4858,6,6.58076382
32,4988,6,6.64220190
33,4864,6,6.70275688
34,1485,6,6.73025846
35,3985,6,6.73980045
36,2088,6,6.75660086
37,2989,6,6.75928307
38,4338,6,6.76015997
39,1540,6,6.77149296
40,266,6,6.80509472
41,3909,6,6.80551147
42,2378,6,6.81958866
43,3176,6,6.82659531
44,3604,6,6.83879805
45,4220,6,6.83937788
46,3474,8,6.84266853
47,3177,6,6.85008812
48,4143,8,6.86567354
49,3394,6,6.87762642
50,4758,6,6.88587379
51,3,6,6.91727829
52,1379,3,6.94500065
53,3042,5,6.94522285
54,2400,6,6.95914268
55,334,8,6.95924091
56,1955,6,6.96322107
57,1014,6,6.97588539
58,2095,6,6.99381542
59,2108,8,6.99581909
60,4958,5,7.00724316
61,2537,6,7.01471186
62,3951,6,7.01917171
63,4869,6,7.02506733
64,1744,6,7.02700663
65,4255,6,7.02827120
66,2970,6,7.04966068
67,4162,6,7.05174494
68,4364,6,7.05318069
69,4953,6,7.05814362
70,4112,6,7.06190491
71,3790,6,7.06485033
72,2678,6,7.06491566
73,3034,5,7.06868076
74,2938,6,7.06936884
75,565,6,7.07383919
76,1681,5,7.07534981
77,4177,6,7.09437990
78,3269,8,7.09880400
79,2212,6,7.10163164
80,246,6,7.10190678
81,2745,6,7.12538481
82,964,0,7.13035536
83,3899,6,7.13105631
84,1797,5,7.14603090
85,1274,6,7.15146589
86,1782,8,7.17306137
87,3497,6,7.17375183
88,1980,5,7.18580866
89,3203,6,7.19892025
90,1271,5,7.20069075
91,2654,6,7.20293331
92,2304,6,7.20917130
93,1397,9,7.21824551
94,2230,6,7.24839640
95,682,6,7.26343298
96,2744,6,7.26906013
97,232,6,7.28226757
98,1041,6,7.28891134
99,476,6,7.29859543
100,2853,5,7.30114985
101,2320,5,7.30648518
102,2885,5,7.31206608
103,3220,6,7.31471682
104,2651,6,7.32738590
105,1186,6,7.32883978
106,4328,6,7.32935381
107,135,6,7.33021259
108,2213,6,7.33283949
109,3043,6,7.33704758
110,2820,0,7.35057974
111,4930,6,7.35092258
112,2618,6,7.35176992
113,4749,8,7.35302353
114,1163,6,7.35668087
115,1082,6,7.36376190
116,1112,6,7.37589216
117,1981,6,7.38152599
118,600,6,7.38295937
119,2629,8,7.38422298
120,1015,6,7.38455296
121,915,6,7.38612318
122,229,0,7.38896084
123,2502,5,7.39846325
124,3906,6,7.40427065
125,2515,5,7.40911579
126,140,5,7.41060686
127,3605,0,7.41247368
128,4307,6,7.42107439
129,56,6,7.42714024
130,4525,6,7.42956686
131,3658,4,7.43146086
132,4748,6,7.43253136
133,4947,6,7.43324947
134,4530,6,7.43657637
135,2731,5,7.45701838
136,4751,5,7.46377659
137,3225,6,7.46984816
138,386,6,7.47082472
139,2884,5,7.47264242
140,2103,6,7.47436810
141,2778,6,7.47505903
142,1374,5,7.47924566
143,1293,6,7.47993040
144,4446,5,7.48612642
145,1971,6,7.48788691
146,1176,6,7.50894690
147,3528,4,7.50915384
148,3893,0,7.51600122
149,121,5,7.51833439
150,769,6,7.52181816
151,1313,5,7.52411890
152,2718,8,7.52793598
153,4153,5,7.53320885
154,1555,9,7.53568268
155,1020,6,7.53797007
156,1321,5,7.54270887
157,4235,5,7.54416895
158,220,5,7.55069017
159,342,6,7.55258369
160,4463,5,7.55530167
161,390,6,7.57350636
162,1315,8,7.57712841
163,2399,3,7.57805395
164,1721,4,7.58136702
165,3272,6,7.58167362
166,4987,5,7.58375216
167,2485,8,7.58518553
168,3301,6,7.58521938
169,3381,8,7.58879852
170,1340,6,7.58945513
171,808,3,7.58986092
172,4277,4,7.59067202
173,4591,6,7.60288477
174,984,6,7.60984802
175,499,6,7.61105490
176,177,3,7.61498976
177,4614,5,7.62482548
178,210,3,7.62640476
179,4781,1,7.62669897
180,2939,5,7.62832355
181,462,0,7.63510895
182,668,6,7.63669491
183,3217,6,7.63770866
184,4040,6,7.63780880
185,4763,5,7.63898039
186,2985,6,7.64475965
187,3466,6,7.64771032
188,1534,8,7.65735865
189,487,8,7.66365910
190,4263,5,7.66419268
191,2759,4,7.66551208
192,2089,8,7.66988134
193,1552,9,7.67143250
194,3132,3,7.67551994
195,1830,6,7.67723894
196,2050,8,7.68504524
197,4965,8,7.68937778
198,1718,6,7.69117260
199,645,6,7.69379473
200,4196,6,7.69430685
201,4972,8,7.69487619
202,4571,6,7.69548893
203,133,3,7.70405912
204,1652,3,7.71002913
205,4360,6,7.71004152
206,2453,8,7.71230221
207,2229,1,7.71537018
208,2612,3,7.71653509
209,4558,4,7.72064352
210,3071,6,7.72109270
211,3040,8,7.72184372
212,2913,5,7.72353411
213,3299,0,7.72430277
214,2703,8,7.72734737
215,4554,5,7.72855520
216,1100,3,7.73683262
217,489,8,7.73716974
218,757,6,7.73976994
219,1939,8,7.73987722
220,3399,5,7.74852657
221,3170,6,7.74895906
222,4633,6,7.75076199
223,1592,6,7.75279331
224,2511,6,7.75314474
225,1672,0,7.75339746
226,4809,4,7.75520372
227,4754,0,7.75535583
228,3107,5,7.75702333
229,92,4,7.75990963
230,1309,8,7.76010656
231,883,6,7.76257515
232,2943,6,7.76383209
233,1429,8,7.76415825
234,568,2,7.76765251
235,4934,0,7.76796627
236,4343,8,7.76934004
237,3705,8,7.77183867
238,1812,6,7.77234840
239,4430,3,7.77256298
240,1650,6,7.77349854
241,2366,8,7.77393913
242,2247,6,7.77681971
243,4413,6,7.77728128
244,2362,8,7.77741480
245,1544,3,7.77970457
246,4693,6,7.78404188
247,3326,8,7.79383659
248,700,6,7.79440260
249,2397,0,7.79537439
250,417,0,7.79831886
251,1789,3,7.79883480
252,3122,8,7.79967499
253,3223,3,7.80413246
254,1177,6,7.80753660
255,2261,8,7.81001616
256,4189,9,7.81435823
257,3137,8,7.81807566
258,679,5,7.81968784
259,1783,3,7.82266951
260,1000,8,7.82272959
261,3753,6,7.82895088
262,1580,6,7.83450508
263,3694,0,7.83526182
264,2701,0,7.84334898
265,842,4,7.84458733
266,474,9,7.84956121
267,46,9,7.85303879
268,1788,0,7.86120987
269,1231,8,7.86208487
270,3022,9,7.86483526
271,1779,2,7.86831093
272,2157,5,7.87278318
273,1659,6,7.87348557
274,1002,8,7.87363672
275,113,8,7.87456751
276,4559,8,7.87533998
277,4655,9,7.87982416
278,2184,4,7.88103580
279,1401,5,7.88291264
280,1627,3,7.88599777
281,1815,8,7.88748837
282,1354,3,7.89036083
283,4825,6,7.89098644
284,1966,6,7.89201260
285,2956,4,7.89218378
286,3797,8,7.89686108
287,4547,0,7.89718962
288,4533,6,7.89860296
289,4008,6,7.89935064
290,3568,5,7.90176344
291,3372,5,7.90410519
292,933,9,7.90543127
293,2143,0,7.90571022
294,4686,8,7.91210842
295,1908,9,7.91351461
296,3538,6,7.91484785
297,2065,6,7.91709137
298,2800,5,7.91736460
299,2360,9,7.92200184
300,3609,8,7.92214823
301,2005,5,7.93028450
302,1218,5,7.93314457
303,4974,3,7.93478441
304,2324,0,7.93761158
305,353,0,7.93765545
306,2498,6,7.93793106
307,1366,6,7.93838549
308,2331,2,7.95070839
309,566,6,7.95186377
310,4085,8,7.95692396
311,3165,8,7.96045589
312,4824,5,7.96821165
313,3092,6,7.97152853
314,312,3,7.97162294
315,4643,5,7.97184706
316,3376,8,7.97304869
317,4096,3,7.97681284
318,3009,4,7.97854233
319,2172,6,7.98706198
320,2138,4,7.98728228
321,1235,8,7.98854065
322,3055,0,7.98869705
323,2506,8,7.99657059
324,4473,6,7.99657726
325,2299,0,7.99854851
326,1459,3,7.99990654
327,216,3,8.00162792
328,2269,1,8.00336552
329,4537,5,8.00378418
330,421,4,8.00590229
331,729,8,8.00685120
332,2737,8,8.00847912
333,4830,8,8.01185989
334,742,3,8.01521683
335,2206,6,8.01706219
336,1382,1,8.01742840
337,2609,5,8.02023411
338,1662,3,8.02169704
339,2493,8,8.02311230
340,70,5,8.02391911
341,3140,8,8.02438641
342,3917,6,8.02747154
343,1946,8,8.02808094
344,4427,3,8.02989197
345,737,9,8.03289318
346,392,0,8.03457642
347,1584,8,8.03868484
348,2395,1,8.04354191
349,2728,8,8.04462719
350,4617,5,8.04486561
351,2631,0,8.04595661
352,4052,6,8.04641819
353,2592,0,8.04657841
354,4868,9,8.05014515
355,1469,6,8.05375004
356,3647,5,8.05603504
357,4258,6,8.05763340
358,955,8,8.05852604
359,701,0,8.05900478
360,3516,8,8.06037045
361,2458,4,8.06290722
362,1136,8,8.06368637
363,917,8,8.06529999
364,1649,6,8.06833458
365,3304,1,8.06851578
366,1498,3,8.07141590
367,1629,5,8.07349586
368,3833,1,8.07612038
369,4455,8,8.07740784
370,3913,5,8.07865047
371,3489,1,8.07918262
372,212,9,8.08294106
373,973,6,8.08407021
374,4810,8,8.08483028
375,1944,6,8.08551025
376,2723,6,8.08809853
377,3025,3,8.08866215
378,3871,1,8.09072495
379,396,8,8.09162235
380,1751,1,8.09599972
381,815,4,8.09643269
382,3739,2,8.09658432
383,2196,5,8.09669590
384,3736,8,8.09694481
385,4420,3,8.10240364
386,4901,6,8.10280609
387,1630,0,8.10416031
388,1496,3,8.10479164
389,4267,6,8.10741329
390,1074,4,8.10762978
391,2449,9,8.10946178
392,4910,4,8.10957241
393,1937,5,8.11042690
394,3763,1,8.11257648
395,1903,1,8.11303997
396,2797,4,8.11349583
397,3678,6,8.11513901
398,1081,3,8.11603642
399,3178,0,8.11661434
400,412,5,8.11753368
401,1572,3,8.11780548
402,1011,3,8.11815166
403,491,5,8.11817169
404,18,1,8.11857986
405,2554,8,8.12124443
406,1913,8,8.12230492
407,4314,8,8.12448025
408,934,3,8.12468529
409,2687,8,8.12487888
410,3412,5,8.12503052
411,4695,9,8.12700844
412,3641,6,8.12740326
413,2347,9,8.13567162
414,4818,5,8.13857174
415,2656,5,8.14507675
416,1910,8,8.14524174
417,3088,3,8.14826393
418,4925,8,8.15359116
419,506,5,8.15529060
420,2139,0,8.15738010
421,2642,3,8.15756512
422,1661,5,8.15939140
423,1267,8,8.15951157
424,4704,5,8.16178894
425,335,3,8.16282463
426,62,9,8.16547489
427,3977,8,8.16630268
428,859,0,8.16695786
429,3817,1,8.16963959
430,1446,9,8.16973400
431,1204,1,8.17186260
432,542,8,8.17475510
433,2244,5,8.17743778
434,4453,5,8.17767143
435,3146,5,8.17847919
436,1029,9,8.17971420
437,3721,9,8.17974472
438,4251,3,8.18131256
439,1017,4,8.18150902
440,4394,9,8.18432903
441,3785,2,8.18493557
442,4403,1,8.18627548
443,4955,1,8.18856812
444,148,6,8.18961430
445,793,6,8.19295406
446,735,6,8.19325447
447,3434,5,8.19340324
448,391,3,8.19393730
449,3044,6,8.19415283
450,114,1,8.19853210
451,4900,5,8.19905758
452,2650,8,8.19969463
453,1732,4,8.20008373
454,3862,1,8.20181942
455,2091,1,8.20188332
456,3046,4,8.20623779
457,4456,8,8.20665455
458,84,4,8.20740223
459,4467,5,8.20904922
460,1149,8,8.21092510
461,4342,6,8.21325493
462,1251,5,8.21515560
463,4160,8,8.21558189
464,2525,8,8.21572781
465,1210,3,8.21579933
466,2875,1,8.21580029
467,2253,2,8.21840000
468,4081,1,8.21843815
469,2825,5,8.21845341
470,4986,5,8.21859455
471,2237,1,8.21965790
472,2663,1,8.22123909
473,1702,8,8.22158432
474,131,3,8.22166634
475,4408,1,8.22352791
476,4985,8,8.22490215
477,3318,5,8.22525215
478,2834,3,8.22672558
479,1914,9,8.22790432
480,686,6,8.23482037
481,1988,5,8.23515987
482,2892,8,8.23592949
483,1683,9,8.23986053
484,1965,6,8.24048996
485,2743,5,8.24222851
486,1891,8,8.24449730
487,1515,1,8.24895191
488,2906,4,8.24895954
489,1771,4,8.24971771
490,294,1,8.25096321
491,4851,0,8.25195980
492,4296,5,8.25198460
493,4103,3,8.25337791
494,1033,8,8.25402451
495,804,1,8.25415993
496,1898,6,8.25544453
497,630,5,8.25622272
498,191,8,8.25974083
499,4561,5,8.26008987
500,570,8,8.26135445
501,1715,5,8.26151752
502,628,8,8.26163292
503,358,1,8.26180458
504,4586,1,8.26463699
505,326,0,8.26542854
506,880,6,8.26547813
507,268,6,8.26688385
508,226,1,8.26708794
509,1299,1,8.26777935
510,3665,8,8.26854324
511,2679,5,8.27012539
512,1654,3,8.27147770
513,2292,1,8.27230549
514,3565,4,8.27250957
515,1233,4,8.27335167
516,4200,6,8.27456474
517,4977,5,8.27794456
518,3271,1,8.27889156
519,122,6,8.27924156
520,2543,3,8.27953625
521,4167,6,8.27972031
522,4775,6,8.28000832
523,2733,1,8.28009701
524,1970,1,8.28053856
525,3780,1,8.28133488
526,3921,5,8.28203964
527,2689,4,8.28260326
528,442,5,8.28715038
529,2715,0,8.28857899
530,1606,1,8.29041004
531,3152,8,8.29100227
532,1276,1,8.29333687
533,1493,8,8.29628754
534,3771,0,8.29705811
535,1717,1,8.29743481
536,716,8,8.29801655
537,1113,3,8.29969978
538,3562,1,8.30061436
539,3821,6,8.30088902
540,2871,1,8.30139542
541,1624,5,8.30150127
542,3117,8,8.30185986
543,512,5,8.30290699
544,1073,5,8.30304337
545,3664,6,8.30364418
546,1790,1,8.30386639
547,2958,4,8.31122875
548,4778,8,8.31193066
549,976,1,8.31205082
550,756,6,8.31236553
551,4372,5,8.31308842
552,1314,1,8.31416035
553,1153,1,8.31505394
554,99,3,8.31540966
555,4447,8,8.31634045
556,4615,9,8.31664944
557,4396,4,8.31769371
