Distancias completas para consulta 10
rank,train_index,label,distance
1,508,6,5.74045753
2,4839,6,5.74702263
3,2901,6,5.95662260
4,3964,6,6.13555574
5,4711,6,6.19334412
6,2914,6,6.32125711
7,4522,6,6.36242437
8,760,6,6.39958906
9,3986,6,6.43254519
10,332,6,6.44016361
11,594,6,6.45786524
12,4528,6,6.49948645
13,895,6,6.55372810
14,1786,6,6.61328697
15,3875,6,6.82756376
16,446,6,6.82831049
17,3949,6,6.83797550
18,3268,6,6.83911657
19,4556,6,6.90178347
20,301,6,6.91071653
21,1874,6,6.96573782
22,3511,6,6.97967958
23,3987,6,7.02932310
24,1456,6,7.10110331
25,4822,0,7.16462231
26,3315,6,7.18683481
27,1665,6,7.26073837
28,4952,6,7.27839422
29,851,6,7.29711914
30,1813,6,7.31437683
31,3738,6,7.33437014
32,4450,6,7.34931993
33,260,6,7.40040112
34,4980,6,7.40226173
35,643,6,7.43354416
36,4342,6,7.46607256
37,4258,6,7.49951792
38,3887,6,7.51995659
39,4817,6,7.53609180
40,357,6,7.57900572
41,1179,6,7.62331343
42,2003,6,7.63229942
43,4825,6,7.66082525
44,3024,6,7.68071032
45,880,6,7.71154881
46,3664,6,7.75133801
47,1390,6,7.77968836
48,3936,6,7.78349113
49,355,6,7.80978394
50,3942,6,7.81444407
51,1863,6,7.84307575
52,3553,6,7.84972477
53,2781,6,7.87455893
54,3663,6,7.87753725
55,3908,6,7.89603662
56,4859,6,7.89738989
57,559,6,7.90625286
58,548,6,7.92094851
59,1833,6,7.93512821
60,545,6,7.94412422
61,2247,6,7.95653534
62,2716,6,7.97813511
63,1176,6,7.99617958
64,476,6,8.00088120
65,580,6,8.01228046
66,1984,6,8.03263855
67,4369,6,8.05150986
68,4200,6,8.05225563
69,2206,6,8.05669975
70,763,6,8.06134415
71,539,6,8.07211685
72,4025,6,8.07890415
73,3307,6,8.09464073
74,1112,6,8.09839916
75,2985,6,8.09981251
76,3917,6,8.10879326
77,3678,6,8.12093449
78,641,0,8.12711620
79,4327,6,8.12948322
80,1650,6,8.13842964
81,1027,6,8.14858723
82,4803,6,8.14885235
83,3654,0,8.14900589
84,3410,4,8.15575123
85,4746,6,8.18334961
86,282,6,8.19216156
87,1528,4,8.19256210
88,2124,6,8.20190525
89,2305,6,8.20319653
90,1360,6,8.20404625
91,4038,4,8.20721531
92,3656,6,8.21849251
93,4117,6,8.24019909
94,891,0,8.27002716
95,1293,6,8.27074242
96,1985,6,8.27765560
97,2379,6,8.29235649
98,1983,0,8.29357243
99,3867,0,8.29581070
100,645,6,8.30641079
101,1604,0,8.31599426
102,984,6,8.32299519
103,2208,0,8.33425426
104,2432,6,8.33870792
105,1327,6,8.35328484
106,3876,0,8.35631943
107,2704,9,8.35710239
108,2230,6,8.35762596
109,636,4,8.36946011
110,1458,0,8.37569332
111,2374,6,8.38510323
112,1989,6,8.38944721
113,2303,6,8.39032269
114,4137,0,8.39323616
115,1007,6,8.39839745
116,1812,6,8.40371609
117,1965,6,8.40512657
118,4442,0,8.40593052
119,4947,6,8.40620708
