Distancias completas para consulta 1
rank,train_index,label,distance
1,2040,1,2.02345729
2,2813,1,2.06598568
3,4322,1,2.32159185
4,2976,1,2.36313486
5,1926,1,2.37606287
6,4793,1,2.40344810
7,1104,1,2.52893138
8,1801,1,2.55552721
9,2249,1,2.55862737
10,4319,1,2.56755257
11,2746,1,2.58179235
12,3238,1,2.62967730
13,1758,1,2.63988566
14,3174,1,2.65451670
15,976,1,2.68035126
16,4459,1,2.70920229
17,1154,1,2.71391249
18,3271,1,2.77240753
19,3608,1,2.77954316
20,2806,1,2.79641938
21,2830,1,2.80964470
22,4071,1,2.82723880
23,878,1,2.84506226
24,2413,1,2.85709357
25,4701,1,2.87626958
26,472,1,2.89520407
27,3278,1,2.92887640
28,1644,1,2.92891049
29,3521,1,2.93177056
30,4204,1,2.95479989
31,4594,1,2.95967007
32,1272,1,2.99985909
33,32,1,3.02255249
34,874,1,3.03039098
35,4029,1,3.07893085
36,4341,1,3.09444571
37,3999,1,3.13169861
38,3081,1,3.13844824
39,804,1,3.17421865
40,4946,1,3.20798469
41,1204,1,3.21710634
42,101,1,3.22813487
43,1413,1,3.23571491
44,3635,1,3.23766518
45,950,1,3.25961637
46,4611,1,3.30315757
47,2981,1,3.30614734
48,1557,1,3.31568098
49,496,1,3.31864595
50,2864,1,3.33984828
51,3670,1,3.35697722
52,3953,1,3.36693096
53,3348,1,3.36840153
54,2256,1,3.41856217
55,3930,1,3.41977191
56,180,1,3.43926477
57,1684,1,3.44513321
58,3284,1,3.46526241
59,3976,1,3.48340845
60,2818,1,3.49539161
61,3934,1,3.49593496
62,4157,1,3.52992797
63,4577,1,3.56242943
64,3784,1,3.57684898
65,2951,1,3.57934403
66,4084,1,3.59136057
67,1694,1,3.59185505
68,4622,1,3.59523368
69,235,1,3.60822034
70,4943,1,3.64150763
71,2252,1,3.64924240
72,3478,1,3.67531347
73,4055,1,3.67673159
74,2875,1,3.68807411
75,1501,1,3.69664168
76,4448,1,3.70920682
77,2292,1,3.71392012
78,1043,1,3.71552038
79,3798,1,3.72124624
80,2190,1,3.76568842
81,1403,1,3.77403259
82,4538,1,3.78196621
83,2132,1,3.78442359
84,2120,1,3.81802511
85,236,1,3.81941867
86,3585,1,3.82785082
87,4344,1,3.83551478
88,1500,1,3.86400294
89,2447,1,3.88382244
90,3826,1,3.89490747
91,4403,1,3.89513659
92,3230,1,3.89862323
93,1614,1,3.90253234
94,1476,1,3.93313599
95,1523,1,3.93706346
96,1299,1,3.94088197
97,3163,1,3.94277406
98,4906,1,3.96043873
99,108,1,3.96465755
100,2699,1,3.97634506
101,2357,1,3.98237944
102,965,1,3.98606753
103,3940,1,4.02382374
104,1398,1,4.02742434
105,1382,1,4.03644705
106,69,1,4.04723930
107,1762,1,4.05306196
108,2848,1,4.05466700
109,3618,1,4.05473900
110,4109,1,4.06666470
111,2043,1,4.06937122
112,2937,1,4.08565760
113,4226,1,4.11396122
114,1618,1,4.14432621
115,3515,1,4.14582539
116,3251,1,4.15283728
117,1957,1,4.16736746
118,2164,1,4.17860413
119,4790,1,4.18268156
120,2395,1,4.21226501
