Distancias completas para consulta 7
rank,train_index,label,distance
1,1184,5,5.98435736
2,1560,5,6.23300123
3,3451,5,6.27429533
4,4097,5,6.30382252
5,3825,5,6.33560324
6,100,5,6.46394444
7,3480,5,6.57395649
8,1708,5,6.63011789
9,2564,9,6.75802469
10,4706,5,6.79531240
11,2963,5,6.79773140
12,4900,5,6.90355682
13,1628,3,6.90809584
14,3300,9,6.98130846
15,2822,8,7.07048941
16,2693,5,7.07863379
17,4225,8,7.12314367
18,140,5,7.13203764
19,1085,5,7.16389751
20,3385,5,7.17255831
21,888,9,7.19448853
22,3254,5,7.19861364
23,2731,5,7.24411488
24,302,5,7.30213737
25,4996,8,7.31334591
26,1251,5,7.31351566
27,1865,5,7.31645966
28,3913,5,7.32378435
29,3950,8,7.34686089
30,506,5,7.35488653
31,2538,5,7.39024782
32,1180,5,7.40767527
33,3275,5,7.42602301
34,319,9,7.44567823
35,1549,5,7.44774532
36,2289,4,7.47078609
37,1269,9,7.47262716
38,399,9,7.48209095
39,3084,9,7.48575163
40,414,9,7.49537134
41,474,9,7.50277376
42,2722,9,7.51604080
43,4593,9,7.52472878
44,286,5,7.52776957
45,3184,8,7.53075266
46,4537,5,7.53661108
47,2416,9,7.54934168
48,4030,9,7.55169296
49,4873,8,7.55418921
50,3578,5,7.55477428
51,4235,5,7.56196070
52,1447,5,7.56410646
53,2468,9,7.57893133
54,237,5,7.61258364
55,2580,8,7.61507654
56,1951,5,7.62818432
57,2460,5,7.63060713
58,439,9,7.65020037
59,1239,9,7.65750408
60,4296,5,7.66221619
61,1698,9,7.66835070
62,1483,5,7.67224789
63,1716,8,7.67690611
64,972,5,7.67884779
65,62,9,7.70243931
66,3617,9,7.70440435
67,3240,7,7.71419907
68,3481,9,7.71730137
69,2910,5,7.72740078
70,1516,7,7.73677874
71,273,5,7.73707294
72,2675,8,7.73839569
73,4632,5,7.74088764
74,1805,5,7.74494934
75,2158,9,7.75332785
76,4917,9,7.75466585
77,3440,5,7.76284599
78,4145,8,7.76534176
79,1467,5,7.78731728
80,1609,9,7.80209637
81,4508,5,7.80818367
82,3224,8,7.81994820
83,2927,5,7.82169056
84,3412,5,7.82566738
85,3781,9,7.82714796
86,1552,9,7.82905102
87,1896,7,7.83523321
88,3998,9,7.84180689
89,1906,9,7.84295464
90,3885,9,7.84440279
91,1973,7,7.84458256
92,2162,9,7.84793139
93,607,9,7.85399580
94,2833,7,7.85786676
95,3062,9,7.86421776
96,766,9,7.86880732
97,4306,9,7.87527752
98,156,5,7.87585831
99,3956,7,7.87651205
100,3729,5,7.87958860
101,394,7,7.89300203
102,3441,7,7.89350796
103,323,9,7.90248823
104,331,5,7.91765976
105,3894,9,7.91857147
106,262,5,7.92649841
107,595,7,7.93232775
108,620,7,7.93547106
109,4401,8,7.94308233
110,1290,9,7.94521093
111,4691,9,7.94990587
112,4438,9,7.95904922
113,989,5,7.96092033
114,2107,9,7.96372604
115,3471,7,7.97282314
116,3800,1,7.98005390
117,1531,7,7.98382092
118,2702,7,7.98973179
119,1901,5,7.99597168
120,3855,5,8.00238895
121,2336,3,8.00463200
122,850,3,8.00993252
123,3693,3,8.01414013
124,2244,5,8.01783085
125,3794,5,8.02397919
126,1927,3,8.02612495
127,983,3,8.02910900
128,4983,9,8.04555988
129,2555,7,8.04670811
130,3542,8,8.05499649
131,4868,9,8.06884003
132,1,9,8.07672310
133,1962,5,8.08332443
134,4397,8,8.08567238
135,4446,5,8.08930492
136,3916,4,8.09240723
137,2183,7,8.09597683
138,3727,9,8.09630299
139,1719,9,8.09935856
140,4407,1,8.09942341
141,4992,5,8.09983444
142,2448,5,8.10553551
143,1937,5,8.10855770
144,1029,9,8.10857105
145,2408,4,8.10977650
146,4904,7,8.11654377
147,4384,9,8.11914921
148,535,1,8.12083530
149,1323,3,8.12417030
150,3341,5,8.12583351
151,2081,9,8.12588596
152,2168,9,8.12780571
153,3152,8,8.13002872
154,650,5,8.13394451
155,1321,5,8.13683891
156,4583,9,8.13901234
157,2862,5,8.13907719
158,1943,3,8.14191532
159,1440,7,8.14197159
160,2108,8,8.14429188
161,3453,7,8.14529896
162,4383,9,8.14678574
163,1280,9,8.14856815
164,375,7,8.15001965
165,2507,9,8.15680695
166,3326,8,8.15952206
167,1855,7,8.16183949
168,1930,7,8.16307259
169,591,7,8.16379452
170,3849,7,8.17330647
171,1891,8,8.17496395
172,3399,5,8.17579269
173,3367,8,8.18197250
174,4176,9,8.18963528
175,1395,3,8.19136429
176,2326,8,8.19158840
177,1139,7,8.19492912
178,3730,7,8.19765472
179,4410,7,8.19815063
180,107,7,8.20036507
181,120,8,8.20282459
182,2241,7,8.20465660
183,1872,5,8.20671463
184,4453,5,8.20894527
185,4795,7,8.21861267
186,622,9,8.22478485
187,3476,7,8.22997093
188,933,9,8.23875999
189,1661,5,8.23942375
190,4780,3,8.23983574
191,18,1,8.24289608
192,519,7,8.24296188
193,442,5,8.24505901
194,2071,7,8.25100994
195,598,3,8.25161934
196,1713,7,8.25405693
197,4929,7,8.26004982
198,2473,7,8.26090622
199,3831,8,8.26142693
200,2293,9,8.26281357
201,3408,7,8.26364803
202,267,8,8.26546383
203,1433,7,8.26747990
204,3066,8,8.27118301
205,2582,7,8.27225208
206,4463,5,8.27271557
207,2652,4,8.27271748
208,1281,8,8.27439594
209,3291,9,8.27663994
210,1731,5,8.27780914
211,2327,3,8.28064823
212,2897,8,8.28326130
213,4541,5,8.28716850
214,4766,9,8.29088497
215,341,5,8.29422092
216,2254,9,8.29541111
217,1374,5,8.29583168
218,2865,5,8.29722309
219,4036,8,8.29740620
220,939,3,8.29806614
221,2754,9,8.29926968
222,2966,9,8.29994774
223,2617,8,8.30040455
224,4223,9,8.30122662
225,2949,7,8.30424690
226,1917,7,8.30487251
227,1174,8,8.30622196
228,4002,9,8.30878925
229,4292,3,8.31111813
230,3350,9,8.31671810
231,3343,9,8.32342434
232,4197,5,8.32439613
233,2367,5,8.32446194
234,4743,5,8.32844734
235,5,9,8.32872295
236,4710,9,8.32995033
237,2717,9,8.33048725
238,3433,5,8.33069420
239,2573,9,8.33450794
240,1214,8,8.33678436
241,2707,7,8.33708382
242,2355,9,8.33992195
243,2827,5,8.34111118
244,2433,7,8.34305382
245,458,5,8.34359169
246,898,9,8.34546471
247,1006,7,8.34640312
248,2984,7,8.34773922
249,4475,5,8.34813499
250,1612,4,8.34935379
251,3748,7,8.35135555
252,356,8,8.35301876
253,4765,9,8.35369396
254,4642,5,8.35973454
255,2686,5,8.36088467
256,171,7,8.36356068
257,877,9,8.36869049
258,2458,4,8.36901665
259,1908,9,8.37010860
260,3483,9,8.37413692
261,4562,9,8.37469196
262,464,8,8.37494946
263,324,8,8.37531281
264,4485,5,8.37561893
265,2628,8,8.37604427
266,1795,1,8.37859535
267,3645,8,8.38324547
268,10,5,8.38374615
269,3370,7,8.38439083
270,2470,7,8.38511658
271,3510,9,8.38624001
272,2091,1,8.38743210
273,1092,9,8.38916588
274,4564,5,8.39060211
275,70,5,8.39102650
276,4598,8,8.39285183
277,358,1,8.39322090
278,2112,7,8.39379787
279,1792,9,8.39398098
280,2840,5,8.40145874
281,3164,7,8.40148067
282,486,7,8.40313530
283,530,7,8.40397072
284,2613,7,8.40400600
285,4599,7,8.40545082
286,1221,9,8.40567207
287,4101,7,8.40803051
288,278,4,8.40915585
289,1636,7,8.41099930
290,1524,8,8.41106987
291,2755,3,8.41147327
292,3486,3,8.41204929
293,638,4,8.41360283
294,3721,9,8.41387558
295,2768,8,8.41668892
296,1032,7,8.41725636
297,4493,9,8.42134285
298,4919,9,8.42322922
299,1461,5,8.42459106
300,2878,7,8.42593575
301,2410,9,8.42602634
302,1897,1,8.42697430
303,3639,7,8.42763901
304,4087,8,8.42779541
305,833,9,8.43046570
306,4424,3,8.43216610
307,4728,7,8.43258572
308,2558,8,8.43666553
309,4102,3,8.43802166
310,2332,9,8.43855286
311,2449,9,8.44011402
312,739,8,8.44182396
313,2362,8,8.44392776
314,3428,9,8.44482613
315,3474,8,8.44577503
316,2267,7,8.44694614
317,2411,7,8.44995689
318,4890,5,8.45082951
319,1000,8,8.45083046
320,4863,8,8.45218372
321,2753,9,8.45231533
322,2243,7,8.45289803
323,4871,7,8.45297050
324,2953,5,8.45362091
325,3328,9,8.45538521
326,1980,5,8.45834827
327,3245,9,8.46058941
328,4588,7,8.46210003
329,4023,7,8.46423721
330,4111,7,8.46526432
331,49,9,8.46691990
332,1157,7,8.46867275
333,487,8,8.47279072
334,2175,8,8.47323132
335,1034,3,8.47459602
336,4174,3,8.47572613
337,520,5,8.47677803
338,2846,1,8.47851372
339,2096,4,8.48099995
340,4314,8,8.48139668
341,3763,1,8.48205662
342,2936,7,8.48400402
343,4612,9,8.48447037
344,840,9,8.48515415
345,288,7,8.48613071
346,2546,7,8.48688698
347,987,9,8.48772335
348,3137,8,8.48796844
349,234,3,8.48882008
350,3296,3,8.48903561
351,46,9,8.48947716
352,1406,1,8.48966789
353,1002,8,8.48997402
354,1312,7,8.49024677
355,4106,8,8.49080276
356,3192,5,8.49139881
357,2557,9,8.49287128
358,2075,8,8.49390221
359,2402,5,8.49745464
360,4520,4,8.49757767
361,2200,5,8.49817371
362,4201,9,8.49860382
363,1933,9,8.49934864
364,1903,1,8.49978447
365,3705,8,8.50007248
366,2492,9,8.50535870
367,2154,1,8.50849533
368,1743,7,8.50911617
369,3426,7,8.50974941
370,4945,5,8.50981140
371,3073,1,8.51080799
372,3888,1,8.52087116
373,1106,7,8.52310276
374,4222,7,8.52314377
375,1052,4,8.52403164
376,2024,5,8.52572060
377,3031,9,8.52644348
378,4727,8,8.52677631
379,2280,5,8.52953148
380,4607,7,8.53087997
381,1748,5,8.53129959
382,3252,7,8.53530693
383,3929,8,8.53715801
384,999,9,8.53780174
385,2591,7,8.54271698
386,3792,8,8.54446602
387,263,7,8.54502201
388,2127,5,8.54701805
389,3770,7,8.54933834
390,4272,1,8.54970741
391,4853,7,8.55044270
392,1354,3,8.55100346
393,405,9,8.55139542
394,3128,7,8.55259132
395,2845,9,8.55289173
396,2995,7,8.55343819
397,2442,7,8.55439091
398,1309,8,8.55646420
399,113,8,8.55652809
400,1008,9,8.55745888
401,4768,8,8.55894470
402,4884,3,8.55897427
403,1351,8,8.56150246
404,1264,3,8.56158352
405,312,3,8.56165600
406,1683,9,8.56191921
407,2067,8,8.56241989
408,2490,4,8.56323719
409,1487,8,8.56837082
410,1768,8,8.56920815
411,4718,7,8.56963062
412,482,7,8.57012939
413,2730,0,8.57074356
414,3150,9,8.57105732
415,212,9,8.57136250
416,3591,7,8.57580566
417,277,8,8.57608700
418,4523,5,8.57611084
419,2321,1,8.57637978
420,4573,8,8.57935333
421,4843,7,8.58142853
422,4798,8,8.58790779
423,1448,5,8.58992100
424,2392,9,8.59085751
425,625,4,8.59103394
426,3565,4,8.59184742
427,3305,7,8.59378529
428,1806,9,8.59541416
429,157,7,8.59665394
430,4133,7,8.59747219
431,3878,9,8.59829903
432,1033,8,8.59870052
433,599,9,8.59926891
434,2645,1,8.60127258
435,63,5,8.60135746
436,3522,5,8.60242939
