Distancias completas para consulta 5
rank,train_index,label,distance
1,3132,3,5.65451002
2,4443,3,5.68334627
3,2090,3,5.78302383
4,1919,3,5.87707758
5,1496,3,5.87933016
6,2316,3,5.99442530
7,223,3,6.00328207
8,2119,3,6.05138826
9,1422,3,6.09198475
10,2421,3,6.18902159
11,1210,3,6.20456219
12,1627,3,6.22859192
13,3475,3,6.25693274
14,2996,3,6.28063393
15,4916,3,6.29788160
16,3939,3,6.32926941
17,1544,3,6.38176346
18,1341,3,6.39742470
19,4420,3,6.47049570
20,216,3,6.48566389
21,2549,3,6.50101471
22,4719,5,6.50620031
23,903,9,6.51029205
24,4618,3,6.54647255
25,1114,3,6.57164145
26,440,3,6.57882738
27,177,3,6.58174658
28,290,3,6.61215210
29,2986,3,6.64822817
30,995,3,6.65642595
31,3004,3,6.65745974
32,2341,3,6.66731834
33,391,3,6.68138266
34,1443,3,6.68690109
35,179,3,6.69711971
36,1284,3,6.72942305
37,3155,9,6.74168777
38,3253,3,6.75471163
39,1681,5,6.76574802
40,190,3,6.77729893
41,1011,3,6.82594872
42,1450,3,6.83219528
43,4251,3,6.91009331
44,1662,3,6.92506313
45,1498,3,6.93574619
46,4430,3,6.93976402
47,4770,3,6.94140673
48,3059,3,6.96772146
49,2285,3,6.96841669
50,3699,3,6.97437954
51,453,3,6.97524691
52,2642,3,6.97710228
53,4970,3,7.01520729
54,787,3,7.06228781
55,166,3,7.07208586
56,841,8,7.07885695
57,1283,3,7.11944151
58,418,3,7.14117479
59,4153,5,7.14707613
60,1836,3,7.14979601
61,1654,3,7.15831327
62,4620,3,7.16169167
63,2419,3,7.16740370
64,2350,1,7.19933796
65,624,3,7.21082640
66,683,2,7.22136831
67,4991,3,7.22972441
68,1682,3,7.24281740
69,2299,0,7.24787045
70,335,3,7.24935579
71,1103,3,7.25364161
72,778,3,7.25819111
73,346,3,7.25873089
74,4576,3,7.26655388
75,1509,3,7.27238989
76,790,3,7.29216528
77,1100,3,7.29268074
78,3001,3,7.29666519
79,3791,3,7.29759121
80,4102,3,7.30461407
81,2762,1,7.31100512
82,2181,3,7.31596231
83,4336,3,7.31612253
84,1789,3,7.32486248
85,4578,5,7.32877922
86,1815,8,7.35837317
87,2954,3,7.36020756
88,4780,3,7.36881018
89,1359,8,7.37641048
90,1910,8,7.37688017
91,802,9,7.37923574
92,4995,3,7.38346720
93,4361,3,7.38381720
94,435,5,7.39297342
95,280,3,7.40687180
96,3572,3,7.40884447
97,2741,3,7.41733885
98,4073,3,7.42832041
99,49,9,7.43201494
100,60,1,7.44345903
101,4893,3,7.44545507
102,3552,3,7.46159410
103,2362,8,7.46476650
104,721,3,7.46578407
105,4971,3,7.48294687
106,1344,8,7.48578167
107,2595,3,7.50521326
108,3708,3,7.50829363
109,1652,3,7.50969124
110,704,3,7.51041746
111,257,3,7.53073597
112,4974,3,7.53882074
113,3514,3,7.55103016
114,3208,3,7.55276775
115,2701,0,7.56851673
116,4818,5,7.59788036
117,4884,3,7.60588789
118,655,3,7.61763668
119,4491,8,7.61788702
120,4958,5,7.62052393
121,964,0,7.62587500
122,2034,3,7.63963652
123,881,3,7.64969397
124,1396,8,7.65060472
125,2027,8,7.66229343
126,2899,5,7.66592693
127,4337,3,7.66939640
128,2611,3,7.67014933
129,2679,5,7.67605162
130,3724,3,7.68129730
131,2372,3,7.68495607
132,2766,3,7.68726873
133,4753,3,7.69388294
134,93,3,7.69500017
135,23,1,7.70993662
136,4832,3,7.71232080
137,4609,3,7.72056675
138,4567,1,7.72290802
139,4236,2,7.72790432
140,4172,8,7.72990322
141,4371,3,7.74028254
142,4507,3,7.74286222
143,2786,8,7.75450516
144,4911,3,7.75572062
145,1793,3,7.77149200
146,4834,3,7.77394056
147,1189,1,7.78241205
148,4292,3,7.79095173
149,2826,3,7.80773401
150,1759,8,7.81287098
151,2744,6,7.81520939
152,4697,3,7.81651735
153,1772,9,7.82333660
154,3950,8,7.82455158
155,2101,3,7.84826326
156,3527,2,7.85312700
157,3628,2,7.85638380
158,1706,3,7.86293077
159,658,3,7.86901903
160,4617,5,7.88863659
161,1907,3,7.89200354
162,246,6,7.89840746
163,352,1,7.90434837
164,4769,3,7.91150713
165,2885,5,7.91611528
166,2399,3,7.91892910
167,2105,3,7.92005157
168,520,5,7.92883492
169,1437,3,7.93269920
170,2650,8,7.93648958
171,4627,3,7.94858837
172,3354,3,7.94972849
173,2336,3,7.95326996
174,4561,5,7.95758152
175,2834,3,7.95845127
176,4019,3,7.96152496
177,4274,3,7.96200514
178,377,3,7.96439791
179,1080,8,7.96655226
180,4881,9,7.96713352
181,3399,5,7.97373819
182,1715,5,7.98099709
183,4550,3,7.98922014
184,4085,8,7.98977518
185,3420,7,7.99826765
186,4763,5,7.99866867
187,4106,8,7.99943733
188,1830,6,8.00558090
189,1365,2,8.00715637
190,232,6,8.00842953
191,2327,3,8.00951004
192,4734,3,8.00963402
193,1638,3,8.01016998
194,729,8,8.01301289
195,1374,5,8.01321888
196,133,3,8.02665901
197,1859,3,8.03269100
198,1438,3,8.03307533
199,3690,3,8.03622150
200,3597,3,8.03938293
201,74,5,8.04024315
202,1619,8,8.05073357
203,1814,1,8.05124283
204,4640,0,8.05295277
205,1313,5,8.05538464
206,819,1,8.05569458
207,28,9,8.06689072
208,1795,1,8.06701756
209,1697,5,8.07426167
210,4147,3,8.07728481
211,3851,3,8.07769680
212,3061,1,8.08037186
213,1439,3,8.08717060
214,3089,3,8.08819199
215,426,8,8.08822060
216,2049,1,8.08832741
217,934,3,8.09197807
218,3299,0,8.10843468
219,1810,3,8.10861683
220,1727,3,8.11468697
221,261,8,8.11535835
222,4143,8,8.11627865
223,1345,5,8.11742783
224,1661,5,8.12102985
225,1705,3,8.12445736
226,1379,3,8.12485027
227,1335,6,8.12679863
228,2261,8,8.13020802
229,703,3,8.13092327
230,2703,8,8.13548946
231,4139,8,8.13629627
232,1587,9,8.13764381
233,2884,5,8.14720440
234,1702,8,8.15156174
235,3823,7,8.15474224
236,3959,8,8.16212082
237,4873,8,8.16457939
238,3984,3,8.16980839
239,4858,6,8.17078495
240,1231,8,8.17493916
241,4245,1,8.17549038
242,4614,5,8.17975998
243,423,3,8.18462181
244,1710,3,8.19395447
245,2612,3,8.19529438
246,2154,1,8.19667339
247,4925,8,8.19838715
248,3957,3,8.20238495
249,722,8,8.20475960
250,1887,3,8.20520878
251,4178,3,8.20680618
252,2913,5,8.20923615
253,535,1,8.21826649
254,2420,2,8.21827507
255,267,8,8.22179222
256,938,3,8.22368431
257,754,3,8.22824764
258,4764,1,8.22873974
259,3148,3,8.22910309
260,1308,3,8.22936440
261,2380,3,8.22975731
262,689,3,8.23155117
263,857,9,8.23514557
264,1822,3,8.23589611
265,4869,6,8.23604584
266,174,1,8.23891449
267,4800,2,8.24108124
268,1105,0,8.24120712
269,4453,5,8.24600697
270,4888,3,8.24678230
271,53,2,8.25271797
272,4915,2,8.25477123
273,3269,8,8.25547600
274,2853,5,8.25768852
275,1434,3,8.25832844
276,2965,5,8.26357746
277,883,6,8.26416206
278,1014,6,8.27077770
279,2540,9,8.27624512
280,1879,2,8.27628040
281,3605,0,8.28475666
282,2338,3,8.28985119
283,3323,5,8.29030895
284,1435,8,8.30349541
