Distancias completas para consulta 0
rank,train_index,label,distance
1,1794,3,6.75408792
2,3382,5,6.79995966
3,3054,3,6.81672192
4,966,8,6.82238102
5,4856,5,7.19284630
6,1781,3,7.20162916
7,2656,5,7.21104193
8,4427,3,7.25819874
9,143,5,7.27990580
10,209,3,7.33774328
11,3434,5,7.35010767
12,4096,3,7.40425158
13,1454,3,7.45933580
14,4541,5,7.46605682
15,3575,5,7.48850298
16,1534,8,7.51703548
17,1308,3,7.52680731
18,4446,5,7.56850767
19,3290,3,7.56930494
20,1401,5,7.57923174
21,4753,3,7.58695841
22,3928,3,7.59815931
23,4763,5,7.60155725
24,3021,5,7.60250139
25,465,5,7.62878180
26,3107,5,7.63211536
27,694,3,7.64143085
28,1550,8,7.64492702
29,598,3,7.70883226
30,2609,5,7.71047735
31,3173,5,7.71633673
32,2320,5,7.76533699
33,412,5,7.76592875
34,1113,3,7.76749325
35,1952,3,7.77764845
36,468,5,7.78942490
37,1695,8,7.79047155
38,2543,3,7.79286051
39,408,8,7.79865408
40,3034,5,7.80381727
41,1595,5,7.81227350
42,957,5,7.81826830
43,1321,5,7.81947470
44,4804,3,7.82689810
45,3086,5,7.82713556
46,4958,5,7.83398008
47,808,3,7.84304523
48,1379,3,7.84608173
49,70,5,7.85096598
50,285,5,7.85657787
51,4337,3,7.88036585
52,886,3,7.89892864
53,2098,8,7.90333462
54,4296,5,7.90621614
55,2679,5,7.91339540
56,4206,8,7.91594934
57,1624,5,7.91699934
58,4876,5,7.92996168
59,1181,8,7.94771481
60,3649,5,7.94945288
61,2928,3,7.97028828
62,93,3,7.97325897
63,3412,5,7.97666836
64,466,5,7.97894001
65,1283,3,7.97922516
66,1980,5,7.99776554
67,1544,3,8.00386620
68,1411,8,8.00496006
69,2898,5,8.02098465
70,312,3,8.03419209
71,1432,9,8.03689671
72,1937,5,8.04002380
73,1943,3,8.04471970
74,2687,8,8.04668713
75,1264,3,8.05729389
76,2853,5,8.06211090
77,1927,3,8.06403351
78,4987,5,8.06728458
79,3693,3,8.06768322
80,2574,5,8.07125473
81,3957,3,8.07220840
82,657,3,8.08823872
83,3913,5,8.08963585
84,3696,5,8.09891605
85,2553,5,8.10268116
86,1673,5,8.10606003
87,133,3,8.10621071
88,4780,3,8.10949898
89,4400,8,8.11046791
90,427,5,8.11654091
91,2700,9,8.12077904
92,4592,8,8.12508869
93,280,3,8.12784100
94,2612,3,8.12828732
95,4810,8,8.12958431
96,1434,3,8.13731861
97,113,8,8.13834476
98,4430,3,8.14006424
99,210,3,8.14391899
100,140,5,8.15001297
101,4560,3,8.15978241
102,1838,5,8.16009521
103,1533,8,8.16119289
104,184,5,8.16339874
105,3787,3,8.16480446
106,1961,8,8.17652702
107,2199,5,8.17778492
108,1033,8,8.18499470
109,4827,3,8.18819618
110,71,5,8.19297123
111,1085,5,8.19309616
112,3897,2,8.20861340
113,4704,5,8.20862389
