Distancias completas para consulta 2
rank,train_index,label,distance
1,4399,9,4.61028385
2,2409,9,4.68594646
3,4383,9,6.11546850
4,2251,9,6.14184046
5,2680,9,6.15161037
6,4976,9,6.19526100
7,1239,9,6.19566059
8,146,9,6.21669722
9,524,9,6.29183388
10,3377,9,6.34508133
11,329,7,6.42931843
12,1346,7,6.52714205
13,1196,9,6.54059362
14,439,9,6.55709410
15,2949,7,6.61658812
16,2980,4,6.63028145
17,4551,9,6.63950205
18,1906,9,6.64665985
19,1719,9,6.65603209
20,206,9,6.69587135
21,3991,9,6.70045185
22,1538,4,6.70152950
23,3077,9,6.74027777
24,2823,7,6.75172567
25,932,9,6.75856161
26,1743,7,6.79127693
27,4597,9,6.79274797
28,529,9,6.80005884
29,1512,9,6.82282400
30,2803,9,6.85215187
31,3900,9,6.85780430
32,2135,7,6.87589931
33,2582,7,6.89210415
34,319,9,6.91284370
35,2381,9,6.92459440
36,3252,7,6.92736340
37,3263,9,6.92942715
38,406,4,6.94941044
39,4747,7,7.00552750
40,2810,9,7.02259541
41,3727,9,7.03476191
42,738,9,7.05273247
43,4438,9,7.07522297
44,1973,7,7.08679867
45,337,7,7.08986855
46,296,4,7.09250259
47,4853,7,7.09917355
48,913,7,7.10452318
49,4585,9,7.11119032
50,82,9,7.12791586
51,4039,7,7.12934494
52,4425,9,7.12959051
53,4982,9,7.15659285
54,824,9,7.15868473
55,2845,9,7.17217731
56,109,9,7.17603922
57,3741,9,7.22094631
58,45,7,7.22732353
59,1228,9,7.23991203
60,1201,9,7.24201393
61,4736,4,7.25351143
62,4661,9,7.26504326
63,531,7,7.26557398
64,2300,4,7.26622295
65,4048,9,7.27271986
66,1754,9,7.28966236
67,4607,7,7.30418873
68,1331,7,7.30716467
69,852,9,7.32500553
70,4562,9,7.34789038
71,677,9,7.35377884
72,36,7,7.36787128
73,4064,9,7.37178755
74,4289,4,7.37416649
75,4904,7,7.37663746
76,2782,9,7.38557291
77,493,9,7.38899088
78,2720,4,7.39513826
79,2796,9,7.40015888
80,4599,7,7.40471697
81,647,4,7.40841722
82,2882,9,7.41044617
83,588,9,7.41435575
84,2470,7,7.44973850
85,4503,9,7.45089054
86,2957,9,7.45304537
87,1570,7,7.45433378
88,3218,4,7.45615625
89,1986,7,7.45957422
90,3904,4,7.45972967
91,125,7,7.47046280
92,1241,4,7.47518063
93,2833,7,7.47758102
94,4981,7,7.48311853
95,2325,4,7.48800802
96,464,8,7.49965525
97,3895,7,7.50419998
98,3484,4,7.50845766
99,4917,9,7.50914574
100,3502,9,7.51697922
101,58,7,7.51843548
102,3948,9,7.52344990
103,3734,9,7.53245258
104,1260,7,7.53744459
105,877,9,7.54035187
106,204,9,7.54753351
107,1908,9,7.56030226
108,3128,7,7.56284666
109,1806,9,7.56440210
110,4969,9,7.56720018
111,4312,9,7.57061720
112,328,9,7.57602406
113,960,9,7.58028555
114,3428,9,7.58331203
115,623,7,7.58733416
116,3730,7,7.59222984
117,750,7,7.61182642
118,2613,7,7.61708212
119,538,9,7.61883593
120,2579,4,7.62186289
121,4044,9,7.63258266
122,149,9,7.63624573
123,3510,9,7.65500546
124,1516,7,7.65897131
125,1645,7,7.65977621
126,3240,7,7.66169119
127,1312,7,7.67799187
128,448,4,7.68193913
129,1855,7,7.68872213
130,4022,9,7.68900251
131,2655,9,7.69426537
132,1769,7,7.69876146
133,3100,4,7.70848608
134,3404,4,7.71272850
135,1967,4,7.71274757
136,1361,9,7.71335554
137,405,9,7.71607876
138,2178,4,7.71680212
139,1157,7,7.72463608
140,2644,9,7.72890902
141,1664,9,7.72922087
142,3997,4,7.73134184
143,3036,9,7.73318243
144,901,7,7.73926020
145,999,9,7.74070168
146,394,7,7.74222946
147,1947,4,7.74670172
148,1548,4,7.75151205
149,2779,4,7.76075888
150,263,7,7.76148891
151,1388,4,7.76507854
152,3030,4,7.76719522
153,490,4,7.77493382
154,941,4,7.77519608
155,1820,4,7.77560854
156,3631,9,7.77767754
157,1558,9,7.78170347
158,250,7,7.78500986
159,2077,4,7.78545046
160,519,7,7.78631783
161,3501,9,7.78903198
162,1851,4,7.79043055
163,1329,4,7.79236221
164,2648,9,7.79975843
165,3513,4,7.80312252
166,3849,7,7.80369616
167,3182,8,7.80473852
168,622,9,7.80495644
169,1531,7,7.81410885
170,744,9,7.82048893
171,4222,7,7.82983494
172,2147,7,7.83157587
173,387,9,7.83491850
174,1430,9,7.83990097
175,958,4,7.84715605
176,1318,4,7.84806108
177,3961,7,7.85107517
178,2210,4,7.85346413
179,3432,7,7.85451174
180,2243,7,7.85494137
181,4469,7,7.86266804
182,3031,9,7.86596584
183,1607,9,7.86631584
184,1895,9,7.86676836
185,3857,9,7.87307453
186,2123,7,7.87553549
187,4385,9,7.87560177
188,4121,9,7.87578583
189,3423,7,7.87755013
190,1933,9,7.88220453
191,2001,9,7.88793373
192,479,7,7.88969135
193,4012,4,7.89690590
194,4588,7,7.89922857
195,4201,9,7.90088081
196,3426,7,7.90576553
197,213,9,7.90743160
198,2979,9,7.91550255
199,1591,4,7.92062140
200,638,4,7.92232943
201,2032,7,7.92432213
202,4412,7,7.92714310
203,2705,4,7.92912006
204,3687,4,7.93202877
205,3022,9,7.93706560
206,4123,7,7.94555902
207,234,3,7.95132542
208,1884,9,7.95247793
209,2604,7,7.95524406
210,4738,7,7.95582104
211,3305,7,7.96111965
212,4944,4,7.96152496
213,2708,4,7.96389198
214,3245,9,7.96422434
215,2128,7,7.96993876
216,2440,4,7.97029495
217,1648,9,7.97192144
218,1876,7,7.97876740
219,212,9,7.97892666
220,3019,7,7.98469782
221,833,9,7.98907185
222,3241,4,7.99009132
223,1059,9,7.99018431
224,1347,4,8.00358391
225,4170,7,8.00490379
226,157,7,8.01113033
227,2607,7,8.01210594
228,2051,9,8.01702118
229,4054,7,8.02568150
230,4293,9,8.03109169
231,1562,5,8.03234768
232,3456,7,8.03621578
233,4471,4,8.03932190
234,293,7,8.04008579
235,1909,7,8.05534744
236,3809,9,8.06574726
237,3104,7,8.07606125
238,4023,7,8.08782578
239,2044,7,8.08966637
240,3427,9,8.09011650
241,1552,9,8.09148121
242,4811,9,8.09670925
243,415,7,8.09972668
244,2904,7,8.10520554
245,2925,7,8.11045647
246,6,9,8.11752510
247,500,9,8.12206459
248,1092,9,8.12254429
249,4080,9,8.12663651
250,2702,7,8.13147449
251,2591,7,8.13159275
252,4671,7,8.13181686
253,3591,7,8.13615227
254,4185,4,8.13954258
255,1586,4,8.14332581
256,2490,4,8.14533520
257,1750,9,8.14539814
258,1640,4,8.15077305
259,1555,9,8.15384579
260,2707,7,8.15453911
261,2449,9,8.16490746
262,2347,9,8.16531181
263,3872,4,8.16547680
264,595,7,8.16696644
265,3200,7,8.17195511
266,1579,4,8.17247105
267,3845,4,8.17318535
268,1094,9,8.17553902
269,3365,9,8.18057442
270,409,7,8.18145752
271,3476,7,8.18188286
272,4826,4,8.18620682
273,323,9,8.19069672
274,5,9,8.19684219
275,2837,4,8.19793606
276,2488,9,8.19845581
277,3029,9,8.20108604
278,2850,9,8.20135307
279,1433,7,8.20173931
280,2688,7,8.20459366
281,814,4,8.20567226
282,4020,4,8.20860291
283,681,3,8.20944691
284,3759,7,8.21310997
285,533,7,8.21496201
286,1956,9,8.21503258
287,530,7,8.22318649
288,2909,7,8.23169708
289,1930,7,8.23466301
290,1491,7,8.24127483
291,4598,8,8.24240589
292,4070,7,8.24382591
293,4209,7,8.24390793
294,1636,7,8.25306416
295,1729,8,8.25619984
296,2659,4,8.25633430
297,1069,4,8.25680923
298,1263,9,8.26106548
299,1338,7,8.26327515
300,4511,4,8.26353264
301,4510,7,8.26776791
302,2573,9,8.26933002
303,4723,4,8.27269650
304,3770,7,8.27547073
305,4133,7,8.28048420
306,3623,9,8.28596687
307,325,9,8.28678513
308,1302,9,8.28762054
309,252,4,8.29454422
310,871,7,8.29642487
311,888,9,8.29673004
312,2993,7,8.29766655
313,2254,9,8.30167484
314,1846,4,8.30259609
315,1749,9,8.30357742
316,1428,7,8.30603886
317,1187,9,8.30661488
318,2935,9,8.30771637
319,4306,9,8.31042862
320,57,9,8.31936455
321,2114,4,8.31959915
322,3261,7,8.32247162
323,3947,4,8.32390785
324,3401,7,8.32447243
325,4755,9,8.32733822
326,1721,4,8.32973385
327,1839,4,8.33240128
328,3599,7,8.33588982
329,163,4,8.33590603
330,840,9,8.33942604
331,4053,8,8.33955669
332,3180,4,8.34220219
333,2614,7,8.34425735
334,4555,7,8.34501934
335,4558,4,8.35088539
336,4877,4,8.35412884
337,2761,7,8.35416889
338,1254,7,8.35513687
339,2365,4,8.35758972
340,169,9,8.35808372
341,3282,7,8.35926819
342,4333,7,8.36019802
343,2267,7,8.36028671
344,2771,7,8.36168003
345,4886,4,8.37013817
346,3441,7,8.37108612
347,3389,4,8.37165642
348,3938,7,8.37339592
349,2293,9,8.37595272
350,2855,5,8.37872887
351,2411,7,8.38171101
352,3992,9,8.38213444
353,1395,3,8.38267994
354,2019,7,8.38268566
355,2775,9,8.38786507
356,3460,7,8.38793564
357,987,9,8.38978481
358,2173,7,8.39069366
359,3339,4,8.39164257
360,4996,8,8.39422035
361,3956,7,8.39896107
362,2066,9,8.39934731
363,795,9,8.40013027
364,2984,7,8.40014172
365,1824,4,8.40035248
366,656,7,8.40327168
367,3291,9,8.40520191
368,3810,7,8.41095352
369,4682,7,8.41486359
370,4273,7,8.41776562
371,3769,3,8.42062569
