Distancias completas para consulta 6
rank,train_index,label,distance
1,4349,8,5.75543642
2,3792,8,5.75812244
3,982,8,5.75850534
4,147,8,5.84081173
5,2067,8,5.86574650
6,3326,8,5.88122082
7,2580,8,6.00533104
8,581,8,6.25459623
9,3066,8,6.26958275
10,4024,8,6.33884048
11,3474,8,6.35230112
12,1535,8,6.42666388
13,4011,8,6.49368572
14,4498,8,6.51177740
15,1281,8,6.52388859
16,1768,8,6.56633139
17,144,8,6.56661463
18,1242,8,6.57526016
19,4397,8,6.60897207
20,3152,8,6.61395788
21,4863,8,6.64543343
22,356,8,6.67641497
23,3832,8,6.68831062
24,2627,8,6.72135735
25,2617,8,6.73901367
26,1171,8,6.80742741
27,4798,8,6.87842512
28,2550,8,6.91250420
29,4984,8,6.94633341
30,1669,8,7.00239229
31,3705,8,7.01687860
32,1149,8,7.04720068
33,4456,8,7.05687237
34,277,8,7.09397030
35,4401,8,7.11564493
36,1351,8,7.15031338
37,120,8,7.15200996
38,10,5,7.19486046
39,4487,8,7.20355129
40,3137,8,7.22723818
41,4900,5,7.24070549
42,4518,8,7.25019884
43,1085,5,7.26081991
44,4727,8,7.26301813
45,1096,8,7.29623318
46,3246,8,7.30995560
47,433,8,7.31021309
48,3376,8,7.31380844
49,1309,8,7.32763767
50,1180,5,7.38686275
51,4537,5,7.39637089
52,1054,8,7.42212152
53,4632,5,7.42373466
54,3977,8,7.44138813
55,4163,8,7.47691059
56,3929,8,7.47814465
57,4833,8,7.50644541
58,3958,8,7.50958586
59,295,8,7.51887226
60,2840,5,7.51897669
61,1487,8,7.51899481
62,2897,8,7.53656530
63,1021,8,7.53832912
64,1937,5,7.53873634
65,2606,8,7.54690790
66,248,8,7.54780960
67,3797,8,7.57127571
68,3765,8,7.57152414
69,3327,8,7.58071089
70,1174,8,7.58315754
71,4830,8,7.59296227
72,4145,8,7.61673403
73,1429,8,7.62230682
74,140,5,7.62645340
75,2075,8,7.63492012
76,3556,8,7.66469860
77,1467,5,7.66572905
78,2061,8,7.66981697
79,1315,8,7.67521334
80,1552,9,7.67596674
81,3652,8,7.68517685
82,4134,8,7.69152927
83,1251,5,7.69326925
84,2459,5,7.69382191
85,4972,8,7.69623613
86,2693,5,7.71399689
87,3381,8,7.71631432
88,3667,8,7.73279953
89,2538,5,7.76156807
90,2856,8,7.76704359
91,1354,3,7.76842260
92,230,8,7.77075338
93,1039,8,7.78947735
94,1305,0,7.79353046
95,2927,5,7.80042505
96,4182,8,7.80249071
97,4447,8,7.80253506
98,4642,5,7.80557871
99,3254,5,7.80799389
100,1206,8,7.80973911
101,2485,8,7.82220840
102,3385,5,7.82583809
103,1908,9,7.82988119
104,399,9,7.83307123
105,1775,5,7.84453154
106,4235,5,7.84571028
107,766,9,7.85734797
108,2449,9,7.85840082
109,1791,8,7.85947943
110,1477,8,7.86047745
111,4686,8,7.86227179
112,739,8,7.86402988
113,2335,8,7.87099886
114,1891,8,7.88785791
115,2244,5,7.88897228
116,1000,8,7.88917112
117,1397,9,7.89412928
118,2731,5,7.89732695
119,4986,5,7.89928341
120,737,9,7.90122700
121,2999,8,7.90143251
122,39,0,7.90232468
123,22,9,7.90427923
124,2266,8,7.91037560
125,4913,8,7.91247416
126,809,8,7.91727209
127,3802,9,7.91992331
128,860,5,7.92457819
129,2448,5,7.92464781
130,212,9,7.92748737
131,1235,8,7.93123960
132,2108,8,7.93488979
133,4541,5,7.93885517
134,2360,9,7.94790697
135,1339,9,7.95495510
136,3367,8,7.96884632
137,2366,8,7.97437429
138,646,8,7.98231602
139,1076,8,7.98323631
140,2487,8,7.98564863
141,2099,9,7.98717165
142,2358,8,7.98816013
143,2367,5,7.99525166
144,4278,2,7.99639034
145,2133,9,7.99774361
146,1609,9,8.00234509
147,1029,9,8.00603390
148,4749,8,8.00912666
149,2715,0,8.00946236
150,474,9,8.02390194
151,917,8,8.03015041
152,4253,8,8.04266357
153,4485,5,8.04293919
154,233,8,8.04372787
155,1661,5,8.04469109
156,1708,5,8.04820442
157,1402,8,8.04876328
158,2146,9,8.05155277
159,4176,9,8.05274200
160,3783,8,8.06831551
161,3094,8,8.07266617
162,1505,8,8.07669735
163,4097,5,8.08033943
164,483,8,8.09018230
165,2829,9,8.09787750
166,2493,8,8.09974384
167,4244,8,8.10188866
168,4989,9,8.10801792
169,2730,0,8.10863972
170,2347,9,8.11010456
171,4643,5,8.11533546
172,274,8,8.11594963
173,2966,9,8.11599827
174,3793,2,8.11837006
175,4931,8,8.12492180
176,1865,5,8.12505531
177,3965,8,8.12740421
178,1577,8,8.13397694
179,1144,8,8.14076614
180,2460,5,8.14481354
181,3242,5,8.15176392
182,599,9,8.15393543
183,1541,8,8.16279316
184,3825,5,8.16353512
185,480,8,8.16650391
186,4612,9,8.16664886
187,4992,5,8.16691685
188,4446,5,8.17162323
189,1914,9,8.17359352
190,2388,8,8.17710781
191,4394,9,8.18452644
192,259,4,8.18539619
193,3051,8,8.19332886
194,1136,8,8.19397259
195,4457,9,8.19686890
196,3894,9,8.19687843
197,3479,8,8.19997883
198,4573,8,8.21305943
199,1290,9,8.21469498
200,1238,8,8.21573639
201,2507,9,8.21847820
202,70,5,8.22317600
203,1214,8,8.22692013
204,4520,4,8.23144722
205,1608,9,8.23585224
206,1929,8,8.23987865
207,191,8,8.24178123
208,1558,9,8.24690247
209,442,5,8.24939632
210,1280,9,8.25522137
211,3245,9,8.26321888
212,628,8,8.26341534
213,1827,7,8.26437092
214,1151,8,8.26968384
215,1069,4,8.27050591
216,4521,3,8.27174664
217,3568,5,8.27180958
218,4583,9,8.27270412
219,4765,9,8.27798176
220,1748,5,8.27991581
221,441,8,8.28238487
222,638,4,8.28354454
223,3947,4,8.28701401
224,4983,9,8.30332279
225,4667,3,8.30418491
226,4309,8,8.30937481
227,2280,5,8.31258583
228,4950,8,8.31741047
229,3480,5,8.32058620
230,266,6,8.32148361
231,3184,8,8.32187271
232,2216,8,8.32275105
233,491,5,8.32569885
234,4223,9,8.32772446
235,2571,0,8.33127213
236,2458,4,8.33192539
237,1933,9,8.33444500
238,2946,8,8.33622932
239,2258,4,8.34079933
240,2001,9,8.34130573
241,4002,9,8.34204865
242,4306,9,8.34434795
243,3338,8,8.35448360
244,3617,9,8.35669994
245,3595,8,8.35871887
246,833,9,8.35915852
247,3451,5,8.36382389
248,4314,8,8.36615562
249,4301,3,8.36881256
250,62,9,8.37187099
251,3649,5,8.38385963
252,1147,8,8.38433456
253,4370,8,8.38719463
254,4505,5,8.38734913
255,331,5,8.38760757
256,2989,6,8.38864040
257,1716,8,8.38891220
258,1549,5,8.38939857
259,2490,4,8.39248466
260,2718,8,8.39597130
261,4228,8,8.39841747
262,4593,9,8.40090275
263,1395,3,8.40124512
264,3542,8,8.40304852
265,3428,9,8.40797329
266,2369,9,8.41291618
267,3192,5,8.41483212
268,46,9,8.41610336
269,1628,3,8.41891766
270,1269,9,8.42149734
271,4754,0,8.42191601
272,1797,5,8.42256737
273,4871,7,8.42304993
274,3913,5,8.42904949
275,957,5,8.42922974
276,98,8,8.43087959
277,2729,3,8.43301296
278,237,5,8.43308544
279,1612,4,8.43380547
280,2327,3,8.43514252
281,1233,4,8.43521023
282,3025,3,8.43703079
283,303,0,8.43748665
284,3727,9,8.43810272
285,2196,5,8.44058704
286,4122,8,8.44199276
287,933,9,8.44603157
288,4140,0,8.45030308
289,2293,9,8.45132446
290,4030,9,8.45588017
291,3516,8,8.45653248
292,2644,9,8.45710087
293,675,4,8.45759392
294,4695,9,8.46127033
295,3921,5,8.46231461
296,4212,8,8.46256542
297,1077,1,8.46479321
298,3224,8,8.46948624
299,1095,9,8.46996117
300,2554,8,8.47339344
301,4036,8,8.47649288
302,3873,1,8.47786713
303,2361,8,8.48416805
304,3777,8,8.48870564
305,4741,3,8.48930836
306,4868,9,8.49176598
307,3343,9,8.49290466
308,1698,9,8.49347496
309,4886,4,8.49617290
310,2655,9,8.49809265
311,4259,5,8.49916840
312,188,1,8.49927807
313,4508,5,8.49999905
314,3609,8,8.50097847
315,3022,9,8.50175953
316,2660,4,8.50183392
317,2628,8,8.50488758
318,4615,9,8.50634003
319,2558,8,8.50964260
320,3502,9,8.51136684
321,2152,8,8.51153183
322,941,4,8.51360321
323,4865,1,8.51541805
324,173,9,8.52138042
325,405,9,8.52243233
326,3932,4,8.52539730
327,401,4,8.53176594
328,1778,2,8.53271675
329,4367,1,8.53317642
330,1002,8,8.53430748
331,1575,9,8.53700924
332,681,3,8.53794098
333,459,8,8.53875065
334,4127,9,8.54068089
335,4844,8,8.54094028
336,5,9,8.54127979
337,1155,5,8.54253483
338,4559,8,8.54386902
339,987,9,8.54527569
340,888,9,8.54556942
341,1,9,8.54562283
342,4700,9,8.54599762
343,1940,0,8.54938889
344,2930,0,8.54948330
345,3532,4,8.55033875
346,1711,3,8.55187511
347,3341,5,8.55547047
348,2355,9,8.55990124
349,2737,8,8.56051159
350,4453,5,8.56183147
351,921,1,8.56212139
