Distancias completas para consulta 16
rank,train_index,label,distance
1,1513,4,4.92434120
2,4877,4,4.95765686
3,1924,4,4.98634672
4,4755,9,5.02537680
5,2332,9,5.06840849
6,1432,9,5.07703972
7,4963,7,5.11643887
8,4091,9,5.13785362
9,1512,9,5.14679575
10,2488,9,5.22676086
11,3935,9,5.22971153
12,2810,9,5.26205540
13,3175,9,5.30626202
14,163,4,5.31028509
15,1397,9,5.31172562
16,3525,9,5.36187172
17,3130,9,5.40706539
18,844,4,5.43010950
19,1658,9,5.45051050
20,1408,4,5.47930431
21,213,9,5.49540806
22,452,7,5.51039982
23,999,9,5.52307510
24,4329,4,5.53961372
25,486,7,5.54759645
26,2603,4,5.55564070
27,740,9,5.56205082
28,4174,3,5.59105396
29,3295,4,5.60300112
30,3748,7,5.64294815
31,2093,4,5.69533825
32,3057,9,5.72082138
33,4782,9,5.72218037
34,4657,9,5.73586369
35,2591,7,5.75155067
36,4969,9,5.75172186
37,1361,9,5.78328609
38,3869,9,5.78885031
39,2935,9,5.79022264
40,3380,7,5.79144526
41,4665,4,5.81270170
42,4209,7,5.82060957
43,1052,4,5.83613110
44,856,4,5.83694553
45,164,4,5.84838676
46,2475,4,5.90148020
47,2607,7,5.90280485
48,2347,9,5.90454769
49,288,7,5.90951109
50,2966,9,5.91040134
51,3510,9,5.92584324
52,1336,4,5.92661238
53,1460,7,5.94163227
54,4897,9,5.94884777
55,1260,7,5.96864557
56,1726,7,5.97524929
57,811,4,5.97688484
58,1678,7,5.98207378
59,3981,4,6.00095606
60,2458,4,6.00949287
61,4695,9,6.01174402
62,1354,3,6.03798819
63,4595,4,6.04141808
64,3350,9,6.04483318
65,2754,9,6.05440187
66,2545,9,6.05519295
67,312,3,6.05723095
68,4121,9,6.05948591
69,2780,7,6.06398439
70,3022,9,6.06670856
71,2942,7,6.06685543
72,2579,4,6.06799603
73,3484,4,6.07612371
74,3389,4,6.08228970
75,87,9,6.08252382
76,2191,7,6.09535313
77,533,7,6.09869003
78,4257,4,6.10053873
79,2878,7,6.10488462
80,1950,7,6.11608458
81,1785,9,6.11845875
82,2736,4,6.12136745
83,1446,9,6.12314272
84,2868,4,6.13352776
85,625,4,6.13725376
86,2037,4,6.15382862
87,4288,4,6.15464926
88,833,9,6.15797663
89,3046,4,6.16336870
90,816,7,6.16656160
91,3245,9,6.16784573
92,4841,4,6.17108488
93,4555,7,6.17671585
94,4558,4,6.18376684
95,1567,9,6.19005299
96,857,9,6.21664381
97,500,9,6.21948671
98,4107,4,6.22164106
99,3454,4,6.22650051
100,1312,7,6.23432112
101,670,7,6.23525095
102,2761,7,6.23945332
103,138,4,6.24202394
104,744,9,6.26688051
105,3316,7,6.26822853
106,1322,7,6.28560781
107,212,9,6.28581762
108,3305,7,6.29921770
109,546,7,6.30131054
110,538,9,6.30420160
111,1473,4,6.30675268
112,3947,4,6.31676197
113,83,4,6.32934999
114,3267,4,6.33190060
115,4513,9,6.33798027
116,3499,7,6.35846758
117,4203,7,6.36435890
118,3240,7,6.36723423
119,3291,9,6.37764740
120,2614,7,6.38801765
121,2652,4,6.39251614
122,3741,9,6.39368010
123,4978,9,6.39715815
124,3190,7,6.40447521
125,314,4,6.41903448
126,1008,9,6.42439604
127,4765,9,6.42641735
128,2469,9,6.43043137
129,3711,9,6.43083239
130,2562,4,6.43153763
131,2980,4,6.43753910
132,3029,9,6.43917847
133,3122,8,6.44209099
134,1384,4,6.45911503
135,2183,7,6.46935606
136,1612,4,6.47559404
137,3898,7,6.47704935
138,3441,7,6.48610735
139,1698,9,6.48627186
140,2637,9,6.49864674
141,394,7,6.50299406
142,3296,3,6.51333952
143,3768,8,6.51685667
144,1453,6,6.52274084
145,327,9,6.52712011
146,3097,4,6.53278494
147,3205,7,6.53996706
148,1517,8,6.54866076
149,46,9,6.55772257
150,1318,4,6.56003523
151,2925,7,6.56500816
152,861,7,6.56903267
153,162,4,6.57870340
154,1282,4,6.58214378
155,978,4,6.58228159
156,3453,7,6.58865547
157,4048,9,6.59063435
158,3359,9,6.59118986
159,1573,4,6.59364986
160,1415,4,6.59378862
161,3946,4,6.60145140
162,933,9,6.60263252
163,3658,4,6.60544777
164,1475,7,6.60867643
165,2619,1,6.61036730
166,196,9,6.61100197
167,3747,9,6.61131954
168,1664,9,6.62422848
169,1221,9,6.62762737
170,775,7,6.63121128
171,750,7,6.63723612
172,3916,4,6.64988422
173,4123,7,6.65150547
174,1594,4,6.65187883
175,4044,9,6.65311766
176,1462,9,6.65373802
177,2162,9,6.65510893
178,1539,9,6.65565777
179,109,9,6.65648508
180,3432,7,6.65754604
181,618,9,6.65909243
182,3031,9,6.66268301
183,1846,4,6.67722034
184,3998,9,6.67870331
185,3727,9,6.68053341
186,3361,9,6.68436766
187,1290,9,6.68828106
188,4030,9,6.69032001
189,4136,7,6.69151592
190,3922,4,6.69345379
191,4944,4,6.69661427
192,3833,1,6.69682312
193,3033,7,6.69689560
194,595,7,6.70276499
195,47,9,6.70449591
196,3083,7,6.70532513
197,4363,7,6.70567989
198,278,4,6.71313810
199,4661,9,6.71377945
200,4553,4,6.71975279
201,3215,7,6.72167301
202,1088,7,6.72245550
203,3913,5,6.73294306
204,3617,9,6.73521852
205,4383,9,6.73558235
206,1323,3,6.74125195
207,987,9,6.74224424
208,1029,9,6.74453735
209,519,7,6.74535131
210,2096,4,6.75234365
211,263,7,6.75538397
212,2538,5,6.75748062
213,4388,4,6.76805353
214,4296,5,6.76992798
215,1032,7,6.77226543
216,4410,7,6.77261972
217,840,9,6.77524710
218,795,9,6.77689171
219,2595,3,6.78303194
220,4785,5,6.79340696
221,1037,9,6.80081749
222,2833,7,6.80112410
223,2243,7,6.80552816
224,1254,7,6.80708647
225,1532,1,6.81294870
226,308,4,6.81311035
227,1452,4,6.81349373
228,3062,9,6.81524944
229,3997,4,6.81715155
230,2207,4,6.81815529
231,2863,9,6.82169247
232,4230,9,6.82871008
233,562,4,6.82923603
234,3418,7,6.82991266
235,149,9,6.83813190
236,770,9,6.83870745
237,3938,7,6.83995438
238,1606,1,6.84542608
239,1074,4,6.84684324
240,1157,7,6.85031271
241,3905,9,6.85041475
242,1269,9,6.85086918
243,3775,7,6.85158539
244,4747,7,6.85412502
245,2702,7,6.85635138
246,4655,9,6.86505651
247,1635,4,6.86970520
248,1534,8,6.87199497
249,4350,7,6.87391281
250,4294,7,6.87819195
251,948,4,6.88001394
252,2649,4,6.88596106
253,927,7,6.88971376
254,157,7,6.89231062
255,1555,9,6.89269447
256,1937,5,6.89353800
257,1624,5,6.89519501
258,2318,4,6.89656639
259,2565,7,6.90277529
260,1732,4,6.90327215
261,2795,9,6.90938425
262,293,7,6.91050482
263,381,9,6.91192007
264,4976,9,6.91407251
265,3415,9,6.91671896
266,3483,9,6.91824961
267,4826,4,6.92035866
268,2168,9,6.92157745
269,4960,7,6.92307138
270,568,2,6.92468071
271,1717,1,6.92526960
272,1373,5,6.92759848
273,1264,3,6.92945480
274,1967,4,6.93285418
275,4598,8,6.93419170
276,3734,9,6.93822908
277,3330,7,6.93856621
278,2924,1,6.94259310
279,4188,4,6.94310188
280,1986,7,6.94403172
281,158,3,6.94409275
282,3440,5,6.94812775
283,850,3,6.95186090
284,2834,3,6.95361376
285,1395,3,6.96204281
286,431,9,6.96485758
287,1589,9,6.96714878
288,3000,9,6.96797657
289,5,9,6.96818733
290,3588,4,6.96932936
291,3759,7,6.97449636
292,3620,7,6.97534084
293,3438,4,6.97759390
294,4593,9,6.98228455
295,2783,7,6.98736763
296,3967,1,6.98799801
297,1709,4,6.98885250
298,806,2,6.99845791
299,3912,4,7.00044489
300,2644,9,7.00416946
301,3236,4,7.02362108
302,1033,8,7.02396154
303,1208,4,7.02483225
304,785,9,7.02752638
305,1710,3,7.03084421
306,3565,4,7.03103113
307,2210,4,7.03131247
308,3162,9,7.03408289
309,3181,2,7.03985786
310,1705,3,7.04267693
311,677,9,7.04804611
312,4300,1,7.05293465
313,4582,7,7.05628395
314,4058,7,7.05658340
315,4521,3,7.05703783
316,1072,3,7.05743313
317,1045,7,7.05853462
318,1680,3,7.05875635
319,3770,7,7.05989361
320,751,1,7.06194162
321,2904,7,7.06261253
322,2866,1,7.06474924
323,2560,7,7.06530094
324,893,1,7.06590748
325,3218,4,7.06908989
326,36,7,7.07005310
327,4446,5,7.07171392
328,2582,7,7.07178211
329,1913,8,7.07306194
330,1749,9,7.07480860
331,3158,4,7.07742548
332,4923,7,7.07868338
333,2613,7,7.08400202
334,4750,4,7.08404875
335,3823,7,7.08475971
336,3019,7,7.08547783
337,1819,7,7.08836508
338,319,9,7.08899879
339,4110,1,7.08999872
340,250,7,7.09300232
341,4422,1,7.09582138
342,1927,3,7.09902811
343,2001,9,7.10035849
344,2047,7,7.10288000
345,2826,3,7.10349941
346,2478,1,7.10522032
347,529,9,7.10558128
348,4599,7,7.10635853
349,991,1,7.10741997
350,1515,1,7.10946226
351,613,9,7.10960722
352,3717,1,7.11298847
353,3687,4,7.11731434
354,137,3,7.11777592
355,749,1,7.11890221
356,1538,4,7.11893463
357,4615,9,7.12505198
358,2667,7,7.12557983
359,2133,9,7.12886286
360,2802,8,7.13763618
361,4046,1,7.14089298
362,2680,9,7.14300776
363,3261,7,7.14843702
364,4378,4,7.15063953
365,4811,9,7.15079737
366,3541,7,7.15188789
367,1105,0,7.15696383
368,2410,9,7.15903187
369,3814,9,7.15907335
370,1848,8,7.16169596
371,501,4,7.16358519
372,4535,9,7.16431236
373,1069,4,7.16824245
374,711,1,7.16910934
375,2671,7,7.17082500
376,1750,9,7.17163467
377,259,4,7.17170620
378,4434,5,7.17276478
379,2279,4,7.17510557
380,3201,7,7.18159342
381,1759,8,7.18308926
382,801,7,7.18319321
383,2689,4,7.18850279
384,2527,9,7.20369339
385,49,9,7.20419598
386,2540,9,7.20514345
387,2449,9,7.20775175
388,3241,4,7.20802355
389,1608,9,7.20859003
390,2006,1,7.20885849
391,4903,9,7.20896053
392,2099,9,7.21174240
393,448,4,7.21181917
394,4243,7,7.21222115
395,0,7,7.21332550
396,2663,1,7.21646118
397,3457,8,7.21850967
398,690,5,7.22111511
399,3154,9,7.22153759
400,894,1,7.22773361
401,279,4,7.23025513
402,156,5,7.23176908
403,2289,4,7.23552990
404,1908,9,7.23645782
405,901,7,7.23752546
406,1886,7,7.23811817
407,2317,7,7.23979568
408,3778,4,7.24008226
409,4691,9,7.24166822
410,939,3,7.24295473
411,4189,9,7.24304724
412,3259,1,7.24461794
413,815,4,7.24649429
414,4926,7,7.24799395
415,3907,9,7.24880266
416,680,5,7.24930048
417,788,7,7.24968529
418,1896,7,7.25169420
419,4157,1,7.25296450
420,4551,9,7.25380182
421,2048,2,7.25539398
422,1160,9,7.25628281
423,2128,7,7.25723267
424,173,9,7.26016426
425,4019,3,7.27061701
426,1332,9,7.27076817
427,4741,3,7.27176332
428,1855,7,7.27191305
429,941,4,7.27235651
430,4102,3,7.27270508
431,4612,9,7.27495384
432,242,7,7.27628326
433,4424,3,7.27750826
434,3056,7,7.27969074
435,3456,7,7.28072548
436,586,4,7.28076172
437,1040,3,7.28110075
438,1031,7,7.28115654
439,3165,8,7.28579235
440,1628,3,7.28668070
441,986,7,7.28709650
442,3110,7,7.28711414
443,3244,9,7.28872490
444,473,1,7.28935242
445,80,4,7.29144716
446,4078,4,7.29572201
447,3146,5,7.29675913
448,755,1,7.29939413
449,1320,2,7.30032730
450,271,1,7.30845451
451,58,7,7.30938768
452,2641,7,7.31026459
453,4306,9,7.31358957
454,1943,3,7.31678104
455,1618,1,7.31687355
456,451,4,7.31877470
457,3890,1,7.32026720
458,4888,3,7.32148170
459,1565,1,7.32295799
460,977,4,7.32636547
461,3693,3,7.33193350
462,2232,1,7.33210468
463,1885,7,7.33214188
464,1531,7,7.33484316
465,4262,4,7.33986521
466,1587,9,7.34154224
467,3339,4,7.34189606
468,2024,5,7.34456921
469,706,9,7.34581709
470,3384,7,7.34763813
471,871,7,7.34840250
472,4710,9,7.35100317
473,2325,4,7.35116768
