Distancias completas para consulta 12
rank,train_index,label,distance
1,1699,4,5.53316402
2,3274,4,5.68246555
3,3843,4,5.78500080
4,1472,4,5.78884649
5,731,4,5.87015629
6,389,4,5.89934015
7,1047,4,6.07052851
8,3807,4,6.11530352
9,629,4,6.13067722
10,498,7,6.14806032
11,2146,9,6.32162189
12,3379,4,6.36512756
13,2724,4,6.41531706
14,4968,4,6.51651287
15,675,4,6.53817225
16,1127,2,6.56232691
17,784,4,6.59669161
18,1158,4,6.59717798
19,80,4,6.72097015
20,2344,4,6.72375631
21,4639,4,6.73896551
22,1720,4,6.79907656
23,8,4,6.81192970
24,503,4,6.83186007
25,2302,4,6.84085131
26,979,4,6.86361313
27,4855,4,6.86800146
28,3202,4,6.92725992
29,67,7,6.95793819
30,3904,4,7.02623749
31,1170,4,7.03547764
32,3739,2,7.05029774
33,2406,7,7.08858252
34,1602,4,7.08979702
35,42,4,7.09012699
36,3030,4,7.09460640
37,1608,9,7.10749054
38,4989,9,7.11452866
39,636,4,7.11464310
40,1626,4,7.11973047
41,2974,4,7.13655663
42,2038,4,7.14356041
43,3746,7,7.14420033
44,1780,4,7.15928936
45,22,9,7.16571188
46,2276,4,7.17189407
47,3378,7,7.17350292
48,1504,7,7.19177008
49,401,4,7.19533682
50,1574,4,7.19745445
51,3103,4,7.22877121
52,4045,9,7.24101830
53,1941,4,7.24278784
54,3342,7,7.24357080
55,1640,4,7.25110865
56,2657,4,7.26541138
57,4378,4,7.27785587
58,3639,7,7.27873707
59,666,9,7.28491545
60,4290,4,7.28646660
61,1059,9,7.29730892
62,3288,7,7.29749680
63,1017,4,7.30463171
64,3841,4,7.30827951
65,4340,4,7.31365156
66,149,9,7.31753778
67,2258,4,7.31896019
68,4772,7,7.32240152
69,2500,9,7.32657242
70,4194,4,7.33244038
71,4210,4,7.34348249
72,737,9,7.35574722
73,1586,4,7.36535740
74,815,4,7.36543703
75,2544,4,7.36996508
76,2908,4,7.37136841
77,2433,7,7.38369656
78,4289,4,7.38755369
79,1914,9,7.39518642
80,1591,4,7.39777470
81,1430,9,7.40824318
82,4563,7,7.41118288
83,3491,7,7.41199112
84,2775,9,7.41842318
85,4141,4,7.42677307
86,4331,4,7.42886066
87,4107,4,7.42892170
88,1095,9,7.44044828
89,3837,4,7.44598579
90,2880,4,7.44679976
91,4515,7,7.46480942
92,3139,4,7.48336649
93,3346,7,7.49594069
94,527,7,7.50462151
95,2282,4,7.50548840
96,3533,4,7.51047182
97,759,4,7.51891947
98,4696,9,7.52161264
99,2347,9,7.52681684
100,572,7,7.53230858
101,4468,9,7.53349352
102,941,4,7.54210758
103,4871,7,7.54681730
104,2783,7,7.55280161
105,2473,7,7.55697298
106,872,4,7.56118298
107,1182,9,7.56636953
108,3623,9,7.56658792
109,1947,4,7.58286905
110,4471,4,7.58648825
111,1169,4,7.59157228
112,3097,4,7.59379148
113,4700,9,7.59568357
114,4303,4,7.60072660
115,91,7,7.60120916
116,4852,7,7.60987854
117,2215,4,7.61251354
118,1442,4,7.61576605
119,504,4,7.62399149
120,2495,7,7.62665558
121,4457,9,7.62875319
122,259,4,7.63027954
123,3262,7,7.63286352
124,2442,7,7.63932514
125,1967,4,7.64493704
126,9,4,7.65344715
127,929,4,7.65364504
128,167,7,7.65768433
129,4101,7,7.65926123
130,1763,4,7.66468477
131,3248,4,7.66756439
132,2841,4,7.67066002
133,29,4,7.67912722
134,2125,4,7.70877266
135,4843,7,7.71127272
136,4707,9,7.71283531
137,4831,9,7.71497965
138,3365,9,7.71707726
139,3721,9,7.72372818
140,3907,9,7.73236275
141,1451,4,7.73590612
142,4394,9,7.74910498
143,1227,4,7.74989605
144,810,4,7.75453091
145,218,4,7.75948954
146,567,4,7.75985193
147,2325,4,7.76005936
148,2596,7,7.76370859
149,1132,9,7.76523447
150,4859,6,7.76561117
151,3997,4,7.76629353
152,1292,4,7.76699400
153,2995,7,7.77073240
154,4797,4,7.77156258
155,2720,4,7.77569437
156,1892,4,7.77802038
157,4739,4,7.78019667
158,3147,4,7.78020763
159,3442,4,7.78062057
160,1558,9,7.78866482
161,4380,4,7.79085541
162,1148,7,7.79337549
163,2133,9,7.79371405
164,4479,7,7.79414511
165,2220,7,7.79938698
166,379,9,7.81890249
167,2001,9,7.82654619
168,4458,9,7.83125210
169,3377,9,7.83246136
170,4185,4,7.83440876
171,3022,9,7.83862638
172,537,7,7.83952475
173,1575,9,7.84906673
174,1653,4,7.84970093
175,2644,9,7.85750484
176,3778,4,7.85880423
177,4517,4,7.86627960
178,4298,2,7.86702824
179,844,4,7.87026548
180,1208,4,7.87164545
181,164,4,7.87965918
182,516,7,7.88145590
183,4354,4,7.88748837
184,4656,9,7.89032173
185,3981,4,7.89354610
186,467,7,7.89882469
187,3948,9,7.89891195
188,291,4,7.89960814
189,2850,9,7.90171671
190,707,9,7.90862846
191,4257,4,7.90935993
192,2603,4,7.92058611
193,2797,4,7.92248440
194,575,4,7.92832088
195,2194,4,7.92899084
196,3557,4,7.93283033
197,2076,4,7.94535351
198,1069,4,7.94773674
199,72,7,7.94840765
200,3887,6,7.95069170
201,1839,4,7.95213795
202,110,7,7.96008682
203,2112,7,7.96017122
204,196,9,7.96086168
205,3917,6,7.96221685
206,3802,9,7.96356106
207,4233,8,7.96391153
208,4398,4,7.97058630
209,2784,5,7.97123861
210,3598,7,7.97154808
211,2189,1,7.97745275
212,2042,7,7.97833681
213,2546,7,7.98258591
214,1453,6,7.98380852
215,1610,7,7.98504972
216,2365,4,7.99023533
217,4007,8,7.99064827
218,638,4,7.99191427
219,4062,7,7.99260616
220,764,9,7.99626112
221,4802,9,8.00098705
222,3277,7,8.00166702
